Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,Kolom1,SPEED,DOOR,WHEELS,CBU / CKD,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2022,DFSK,GLORY  I0AUTO,1498,AT,G,58,2035,0,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,0,4,4,CKD,INA,1,2,3,3,1,3,4,2,0,0,0,0
2022,DFSK,GELORA  Blind Van (4X2) M/T,1498,MT,G,55,0,0,185/80 R14,109,3050,4500 X 1680 X 2000,2,4X2,FR,0,4,4,CKD,INA,7,0,7,3,13,9,6,15,16,0,6,3
2022,DFSK,GELORA  C36 MINI BUS 1.5 (4X2) M/T,1498,MT,G,55,0,0,185/80 R14,109,3050,4500 X 1680 X 2000,2,4X2,FR,0,4,4,CKD,INA,2,3,0,3,1,14,4,18,10,0,0,10
2022,DFSK,GELORA  EC35 BLIND VAN (4X2) A/T,1498,AT,EV,58,2035,0,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,0,4,4,CBU,China,0,0,0,0,0,2,0,0,0,0,2,1
2022,DFSK,GELORA  EC36 MINI BUS 1.5 (4X2) A/T,0,AT,EV,58,2035,0,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,0,4,4,CBU,China,0,0,0,0,0,2,1,0,1,0,1,1
2022,HONDA,Brio RS,1198,MT,G,35,960,0,0,88,2345,3610 x  1680 x  1485,5,4X2,FF,0,5,4,CKD,INA,60,354,519,202,121,122,2,358,108,132,135,227
2022,HONDA,Brio RS,1198,CVT,G,35,960,0,0,88,2345,3610 x  1680 x  1485,5,4X2,FF,0,5,4,CKD,INA,940,1108,1241,972,805,648,1054,841,1312,1000,805,1155
2022,HONDA,New  CR0V  T,1500,CVT,G,58,0,0,"18 x  7,5J",190,2660,4584 x  1855 x  1679,0,4X2,FF,0,5,4,CKD,INA,166,48,93,44,6,62,56,64,1,47,71,62
2022,HONDA,New  CR0V  Prestige,1500,CVT,G,58,0,0,"18 x  7,5J",190,2660,4585 x  1855 x  1679,0,4X2,FF,0,5,4,CKD,INA,491,717,730,726,161,729,630,596,498,416,418,514
2022,HONDA,HR0V  E+,1497,CVT,G,40,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,1440,0,0,0,0,0,0,0,0,0,0,0
2022,HONDA,New  HR0V  S,1497,CVT,G,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,0,0,82,88,40,22,63,94,59,2,58,2
2022,HONDA,New  HR0V  E,1497,CVT,G,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,0,0,594,316,227,300,388,544,719,598,152,121
2022,HONDA,New  HR0V  SE,1497,CVT,G,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,0,0,598,756,967,1086,2282,2107,2140,2049,1292,1813
2022,HONDA,New  HR0V  RS,1497,CVT,G,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,0,0,314,398,565,484,724,690,719,328,7,0
2022,HONDA,CITY  HB RS,1500,MT,G,40,0,0,16 x  6J,121,2600,4349 x  1748 x  1488,0,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,32,18,3,61,61,62,63
2022,HONDA,CITY  HB RS,1500,CVT,G,40,0,0,16 x  6J,121,2600,4349 x  1748 x  1488,0,4X2,FF,0,5,4,CKD,INA,914,1261,890,594,16,3,40,291,485,178,74,71
2022,HONDA,CITY  HB RS0HS,1500,CVT,G,40,0,0,16 x  6J,121,2600,4349 x  1748 x  1488,0,4X2,FF,0,5,4,CKD,INA,0,0,0,0,402,111,117,247,202,1,0,0
2022,HONDA,New  Mobilio S,1497,MT,G,42,0,0,15,118,2650,4386 x  1683 x  1603,7,4X2,FF,0,5,4,CKD,INA,0,0,257,223,114,108,18,120,57,60,79,164
2022,HONDA,New  Mobilio E,1497,MT,G,42,0,0,15,118,2650,4386 x  1683 x  1603,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,0,0,0,0,0
2022,HONDA,WR0V  E,1500,CVT,G,35,0,0,16 x  7J,119,2485,4060 x  1780 x  1608,0,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,0,0,0,0,180
2022,HONDA,WR0V  RS,1500,CVT,G,35,0,0,17 x  7J,119,2485,4060 x  1780 x  1608,0,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,0,0,0,0,810
2022,HONDA,WR0V  RS 0 HS,1500,CVT,G,35,0,0,17 x  7J,119,2485,4060 x  1780 x  1608,0,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,0,0,0,0,750
2022,HONDA,BR0V  S,1500,MT,G,42,0,0,0,0,0,0,7,4X2,FF,0,5,4,CKD,INA,118,199,226,6,30,20,0,0,0,0,56,5
2022,HONDA,BR0V  E+,1500,MT,G,42,0,0,0,0,0,0,7,4X2,FF,0,5,4,CKD,INA,145,633,596,23,56,92,45,55,55,10,91,120
2022,HONDA,BR0V  E+,1500,CVT,G,42,0,0,0,0,0,0,7,4X2,FF,0,5,4,CKD,INA,781,675,1119,115,84,121,162,237,181,0,271,737
2022,HONDA,BR0V  E Prestige,1500,CVT,G,42,0,0,0,0,0,0,7,4X2,FF,0,5,4,CKD,INA,1118,1320,1724,371,331,261,588,523,758,465,1467,610
2022,HONDA,BR0V  Prestige0HS,1500,CVT,G,42,0,0,0,0,0,0,7,4X2,FF,0,5,4,CKD,INA,1095,687,1200,1401,899,1101,465,1153,1011,50,389,626
2022,HYUNDAI 0 HIM,Grand i10,1200,MT,G,35,0,0,0,0,0,0,0,4X2,FF,0,4,4,CBU,India,0,0,0,0,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Creta Active 1.5 MT,1500,MT,G,40,1590,0,215/60/R17,115,2610,4315 x  1790 x  1630,5,4X2,FF,0,5,4,CKD,INA,41,18,12,5,6,5,3,17,13,6,1,20
2022,HYUNDAI 0 HMID,Creta Trend 1.5 MT,1500,MT,G,40,1590,0,215/60/R17,115,2610,4315 x  1790 x  1630,5,4X2,FF,0,5,4,CKD,INA,38,40,27,10,7,4,2,0,0,0,1,0
2022,HYUNDAI 0 HMID,Creta Trend 1.5 IVT,1500,AT,G,40,1660,0,215/60/R17,115,2610,4315 x  1790 x  1630,5,4X2,FF,0,5,4,CKD,INA,236,287,190,218,168,132,172,91,128,196,69,30
2022,HYUNDAI 0 HMID,Creta Style 1.5 IVT,1500,AT,G,40,1660,0,215/60/R17,115,2610,4315 x  1790 x  1630,5,4X2,FF,0,5,4,CKD,INA,387,329,347,347,181,245,242,176,285,155,57,28
2022,HYUNDAI 0 HMID,Creta Prime 1.5 IVT,1500,AT,G,40,1660,0,215/60/R17,115,2610,4315 x  1790 x  1630,5,4X2,FF,0,5,4,CKD,INA,120,528,583,414,284,263,272,194,212,417,154,41
2022,HYUNDAI 0 HMID,Creta Prime 1.5 IVT Tw o Tone,1500,AT,G,40,1660,0,215/60/R17,115,2610,4315 x  1790 x  1630,5,4X2,FF,0,5,4,CKD,INA,110,798,846,651,426,925,643,765,1094,534,467,217
2022,HYUNDAI 0 HMID,Stargazer Active MT,1500,MT,G,40,1780,0,205/55/R15,115,2780,4460 x  1780 x  1695,7,4X2,FF,0,5,4,CBU,0,0,0,0,0,0,0,0,0,5,20,3,0
2022,HYUNDAI 0 HMID,Stargazer Active IVT,1500,AT,G,40,1830,0,205/55/R15,115,2780,4460 x  1780 x  1695,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,23,5,22,5,55
2022,HYUNDAI 0 HMID,Stargazer Trend MT 7 Seat,1500,MT,G,40,1780,0,205/55/R16,115,2780,4460 x  1780 x  1695,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,0,25,16,9,31
2022,HYUNDAI 0 HMID,Stargazer Trend MT 6 Seat,1500,MT,G,40,1780,0,205/55/R16,115,2780,4460 x  1780 x  1695,6,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,0,18,24,4,7
2022,HYUNDAI 0 HMID,Stargazer Trend IVT 7 Seat,1500,AT,G,40,1830,0,205/55/R16,115,2780,4460 x  1780 x  1695,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,23,162,64,59,52,26
2022,HYUNDAI 0 HMID,Stargazer Trend IVT 6 Seat,1500,AT,G,40,1830,0,205/55/R16,115,2780,4460 x  1780 x  1695,6,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,68,98,67,63,31
2022,HYUNDAI 0 HMID,Stargazer Style 7 Seat,1500,AT,G,40,1830,0,205/55/R16,115,2780,4460 x  1780 x  1695,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,35,209,162,2,2,0
2022,HYUNDAI 0 HMID,Stargazer Style 6 Seat,1500,AT,G,40,1830,0,205/55/R16,115,2780,4460 x  1780 x  1695,6,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,117,90,17,5,2
2022,HYUNDAI 0 HMID,Stargazer Prime 7 Seat,1500,AT,G,40,1830,0,205/55/R16,115,2780,4460 x  1780 x  1695,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,173,756,512,274,179,233
2022,HYUNDAI 0 HMID,Stargazer Prime 6 Seat,1500,AT,G,40,1830,0,205/55/R16,115,2780,4460 x  1780 x  1695,6,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,46,1299,1073,562,382,711
2022,HYUNDAI 0 HMID,Stargazer Prime 7 Seat Tw o Tone,1500,AT,G,40,1830,0,205/55/R16,115,2780,4460 x  1780 x  1695,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,88,415,73,163,7,2
2022,HYUNDAI 0 HMID,Stargazer Prime 6 Seat Tw o Tone,1500,AT,G,40,1830,0,205/55/R16,115,2780,4460 x  1780 x  1695,6,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,135,906,714,258,113,394
2022,HYUNDAI 0 HMID,Ioniq5 Prime Reguler,0,AT,EV,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,0,0,0,1,15,2,5,5,1,3,4,0
2022,HYUNDAI 0 HMID,Ioniq5 Prime Extended,0,AT,EV,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,0,0,0,4,1,8,27,10,2,20,6,1
2022,HYUNDAI 0 HMID,Ioniq5 Signature Reguler,0,AT,EV,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,0,0,0,25,38,55,8,0,48,3,20,0
2022,HYUNDAI 0 HMID,Ioniq5 Signature Extended,0,AT,EV,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,0,0,0,60,141,45,77,159,210,497,286,42
2022,KIA,Seltos,1353,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x  1800 x  1620,5,4X2,FF,7,5,4,CBU,India,24,57,14,1,13,5,21,39,33,39,0,1
2022,KIA,Seltos  CRDi,1353,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x  1800 x  1620,5,4X2,FF,7,5,4,CBU,India,0,0,21,0,8,1,0,0,0,0,0,0
2022,KIA,Sonet Premiere,1500,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x  1800 x  1620,5,4X2,FF,7,5,4,CBU,India,88,10,67,110,99,63,137,216,241,241,50,66
2022,KIA,Carens,1353,AT,G,80,2960,3195,235/60 R18,270/6400,3090,5155 x  2000 x  1785,11,4X2,FF,8,5,4,CBU,Korea,0,0,0,0,0,0,0,0,30,3,1,0
2022,KIA,Carens,1497,AT,G,80,2960,3195,235/60 R18,202/3800,3090,5155 x  2000 x  1785,11,4X2,FF,8,5,4,CBU,Korea,0,0,0,0,0,0,0,33,3,84,0,20
2022,MAZDA,Mazda 2 R AT IPM,1498,AT,G,43,0,4147,195/45R16,103,2490,3913 x  1695 x  1475,5,4X2,FF,0,5,4,CBU,Thailand,0,0,0,0,0,0,0,0,0,0,0,0
2022,MAZDA,Mazda 2 GT AT IPM,1498,AT,G,43,0,4147,195/45R16,103,2490,3913 x  1695 x  1475,5,4X2,FF,0,5,4,CBU,Thailand,0,31,36,16,4,33,32,32,13,1,0,10
2022,MORRIS GARAGE,ZS Activate 1.5L CVT,1498,AT,G,48,1258,0,215/60 R16,114,2585,4323 x  1809 x  1628,5,4X2,FF,4,5,4,CBU,Thailand,0,0,0,0,0,11,0,0,0,0,0,2
2022,MORRIS GARAGE,ZS Ignite 1.5L CVT,1498,AT,G,48,1258,0,215/60 R16,114,2585,4323 x  1809 x  1653,5,4X2,FF,4,5,4,CBU,Thailand,0,19,0,1,0,5,0,0,0,0,0,0
2022,MORRIS GARAGE,ZS Magnify  1.5L CVT,1498,AT,G,48,1258,0,215/55 R17,114,2585,4323 x  1809 x  1653,5,4X2,FF,4,5,4,CBU,Thailand,151,50,0,0,0,29,0,0,0,0,1,54
2022,MORRIS GARAGE,HS Excite,1490,AT,G,55,1510,0,215/60 R17,162,2720,4574 x  1876 x  1664,5,4X2,FF,7,5,4,CBU,Thailand,0,0,0,0,0,0,0,0,0,0,0,1
2022,MORRIS GARAGE,HS Ignite,1490,AT,G,55,1510,0,235/50 R18,162,2720,4574 x  1876 x  1664,5,4X2,FF,7,5,4,CBU,Thailand,23,0,0,20,33,13,10,9,4,2,3,1
2022,MORRIS GARAGE,HS i0Smart Magnify,1490,AT,G,55,1510,0,235/50 R18,162,2720,4574 x  1876 x  1664,5,4X2,FF,7,5,4,CBU,Thailand,38,39,2,4,0,0,56,26,24,3,15,6
2022,MINI,Cooper Hatch A/T,1499,AT,G,40,1595,0,205/45 R17 88W,0,2495,3821 x  1727 x  1414,0,4X2,FR,0,0,4,CBU,UK,0,0,0,0,0,0,0,0,0,0,0,0
2022,MINI,Cooper Hatch A/T,1499,AT,G,40,1595,0,205/45 R17 88W,0,2495,3821 x  1727 x  1414,0,4X2,FR,0,0,4,CBU,UK,2,3,8,4,5,5,0,0,2,3,0,0
2022,MINI,Cooper 5 Door A/T,1499,AT,G,40,1710,0,205/45 R17 88W,0,2567,3982 x  1727 x  1425,0,4X2,FR,0,0,4,CBU,UK,1,1,2,2,1,0,0,1,0,1,0,0
2022,MINI,Cooper Convertible A/T,1499,AT,G,40,1695,0,205/45 R17 88W,0,2495,3821 x  1727 x  1415,0,4X2,FR,0,0,4,CBU,Germany,0,0,3,0,0,2,1,2,0,0,0,0
2022,MINI,Cooper Clubman A/T,1499,AT,G,48,1890,0,225/45 R17 94Y,136,2670,4266 x  1800 x  1441,0,4X2,FR,0,4,4,CBU,UK,0,0,2,0,3,0,1,4,2,1,0,0
2022,MINI,Cooper Countryman F60 CKD A/T,1499,AT,G,61,1985,0,225/50 R18 95W,136,2670,4299 x  1822 x  1557,0,4X2,FF,0,0,4,CKD,INA,15,8,4,4,14,9,9,12,17,8,1,0
2022,MINI,Cooper SE Hatch A/T,0,AT,EV,0,1775,0,205/45 R17 88W,0,2495,3850 x  1727 x  1432,0,4X2,FF,0,0,4,CBU,UK,0,0,0,0,0,0,3,6,4,0,13,6
2022,MITSUBISHI MOTORS,Eclipse Cross,1499,AT,G,63,2100,0,225/55 R18,150,2670,4405 X 1805 X 1674,5,4X2,FF,0,4,4,CBU,Japan,0,0,0,0,0,2,0,0,0,0,0,0
2022,MITSUBISHI MOTORS,Xpander 1.5L Ultimate (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,1,5,0,0,0,1,0,0,0,0,0,0
2022,MITSUBISHI MOTORS,Xpander 1.5L Sport (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,0,2,0,0,0,1,0,0,0,0,0,0
2022,MITSUBISHI MOTORS,Xpander 1.5L Sport (4X2) M/T,1499,MT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,0,1,0,0,0,0,0,0,0,0,0,0
2022,MITSUBISHI MOTORS,Xpander 1.5L Exceed (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,0,1,0,0,0,3,0,0,0,0,0,0
2022,MITSUBISHI MOTORS,Xpander 1.5L Exceed (4X2) M/T,1499,MT,G,45,1780,4812,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,0,0,0,0,0,1,0,0,0,0,0,0
2022,MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) A/T,1499,AT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,0,4,4,CKD,INA,0,1,0,0,0,0,1,0,0,0,0,0
2022,MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) M/T,1499,MT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,0,4,4,CKD,INA,0,1,0,0,0,0,0,0,0,0,0,0
2022,MITSUBISHI MOTORS,Xpander Cross  1.5L PREMIUM (4X2) A/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,0,0,0,0,0,2,0,0,0,0,0,0
2022,MITSUBISHI MOTORS,Xpander Cross  1.5L (4X2) A/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,1,5,0,0,0,1,0,0,0,0,0,0
2022,MITSUBISHI MOTORS,Xpander 1.5L ULTIMATE (4X2) CVT,1499,CVT,G,45,1840,4375,205/55 R17,104,2775,4595 X 1750 X 1750,7,4X2,FF,0,4,4,CKD,INA,924,2021,2197,2448,1120,448,1827,3628,2378,1304,440,1144
2022,MITSUBISHI MOTORS,Xpander 1.5L SPORT (4X2) CVT,1499,CVT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,0,4,4,CKD,INA,433,409,262,119,37,19,0,181,54,35,27,38
2022,MITSUBISHI MOTORS,Xpander 1.5L SPORT (4X2) M/T,1499,AT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,0,4,4,CKD,INA,362,223,218,111,14,31,285,291,115,147,101,122
2022,MITSUBISHI MOTORS,Xpander 1.5L EXCEED (4X2) CVT,1499,CVT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,0,4,4,CKD,INA,380,283,311,67,57,285,455,414,153,253,292,440
2022,MITSUBISHI MOTORS,Xpander 1.5L EXCEED (4X2) M/T,1499,AT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,0,4,4,CKD,INA,264,166,138,25,37,89,183,378,149,117,163,261
2022,MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) CVT,1499,CVT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1730,7,4X2,FF,0,4,4,CKD,INA,3,20,129,110,49,0,45,110,82,74,53,94
2022,MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) M/T,1499,AT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1730,7,4X2,FF,0,4,4,CKD,INA,46,20,65,0,124,256,30,210,351,326,290,146
2022,MITSUBISHI MOTORS,Xpander Cross  1.5L PREMIUM (4X2) CVT,1499,CVT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,1504,574,316,585,663,824,1109,337,81,2221,2258,1245
2022,MITSUBISHI MOTORS,Xpander Cross  1.5L (4X2) CVT,1499,CVT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,859,294,249,25,6,290,274,91,18,0,1,0
2022,MITSUBISHI MOTORS,Xpander Cross  1.5L (4X2) M/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,505,161,266,52,2,248,356,48,2,360,242,220
2022,MERCEDES0BENZ PC,GLB 200 Progressive Line ( X247),1332,AT,G,43,1885,7,225/45 R18,163,2729,"4,419 x  1,992 x  1,440",5,4X2,FF,0,5,4,CBU,0,9,1,1,43,37,16,17,26,28,5,8,1
2022,NISSAN,Livina EL M/T,1498,MT,G,0,0,0,0,0,0,0,0,4X2,0,0,0,0,CKD,INA,1,1,9,10,7,2,0,0,0,6,0,0
2022,NISSAN,Livina VE,1498,AT,G,0,0,0,0,0,0,0,0,4X2,0,0,0,0,CKD,INA,32,30,87,9,34,9,10,6,2,1,3,2
2022,NISSAN,Livina VL,1498,AT,G,0,0,0,0,0,0,0,0,4X2,0,0,0,0,CKD,INA,194,160,100,78,5,4,47,44,13,66,32,93
2022,NISSAN,KICKS E0POWER,1200,AT,HYBRID,0,0,0,0,0,0,0,0,4X2,0,0,0,0,CKD,INA,47,47,49,25,5,57,33,81,89,4,0,30
2022,NISSAN,Leaf,0,AT,EV,0,0,0,0,0,0,0,0,4X2,0,0,0,0,CBU,Japan,1,6,9,6,2,7,0,0,1,0,20,11
2022,NISSAN,Magnite Premium Turbo CVT,999,AT,G,0,0,0,0,0,0,"3.994 x  1,758 x  1.572",5,4X2,0,0,5,4,CBU,Thailand,35,52,49,11,30,58,20,3,28,75,35,1
2022,NISSAN,Magnite Premium Turbo MT,999,MT,G,0,0,0,0,0,0,"3.994 x  1,758 x  1.572",5,4X2,0,0,5,4,CBU,Thailand,3,3,1,2,0,3,6,3,2,1,0,20
2022,NISSAN,Magnite Premium Upper Turbo CVT,999,AT,G,0,0,0,0,0,0,"3.994 x  1,758 x  1.572",5,4X2,0,0,5,4,CBU,Thailand,0,0,0,0,0,0,2,2,0,0,0,1
2022,NISSAN,Magnite Premium Upper Turbo MT,999,MT,G,0,0,0,0,0,0,"3.994 x  1,758 x  1.572",5,4X2,0,0,5,4,CBU,Thailand,0,0,0,1,0,3,0,1,1,1,0,0
2022,PEUGEOT,2008 AT,1199,AT,G,43,1353,6,215/60/ R17,130,2612,"4,312 x  1,785 x  1,545",5,4X2,FF,6,5,4,CBU,Malaysia,0,0,9,17,6,6,9,12,12,12,3,1
2022,SUZUKI,Ignis  GL MT,1197,MT,G,43,1430,4388,165/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,0,4,4,CBU,India,17,24,0,0,0,0,0,0,0,0,0,0
2022,SUZUKI,Ignis  GX MT,1197,MT,G,43,1430,4388,185/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,0,4,4,CBU,India,3,1,0,86,38,74,12,36,19,36,22,22
2022,SUZUKI,Ignis  GX AT,1197,AT,G,43,1430,4375,185/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,0,4,4,CBU,India,16,14,3,6,8,4,0,115,65,109,82,92
2022,SUZUKI,S0Presso Mt,998,MT,G,0,0,0,0,0,0,0,0,4X2,FF,0,0,0,CBU,India,0,0,0,0,0,0,244,410,411,231,3,0
2022,SUZUKI,S0Presso At,998,AT,G,0,0,0,0,0,0,0,0,4X2,FF,0,0,0,CBU,India,0,0,0,0,0,0,334,344,257,64,0,0
2022,SUZUKI,All New  Ertiga 02 GA,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,0,4,4,CKD,INA,11,13,11,0,13,6,18,22,16,13,4,25
2022,SUZUKI,All New  Ertiga 02 GL MT,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,0,4,4,CKD,INA,156,395,443,0,159,141,285,287,118,160,206,295
2022,SUZUKI,All New  Ertiga 02 GX MT,1462,MT,G,45,1775,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,0,4,4,CKD,INA,161,118,353,0,0,0,0,0,0,0,0,0
2022,SUZUKI,All New  Ertiga 02 GL AT,1462,AT,G,45,1775,4545,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,0,4,4,CKD,INA,94,46,145,0,72,68,220,205,127,105,131,133
2022,SUZUKI,All New  Ertiga 02 GX AT,1462,AT,G,45,1765,4545,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,0,4,4,CKD,INA,156,219,238,1,1,0,0,0,0,0,0,0
2022,SUZUKI,All New  Ertiga SS MT,1462,MT,G,45,1775,4687,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,0,4,4,CKD,INA,47,81,82,0,0,0,1,0,0,0,0,0
2022,SUZUKI,All New  Ertiga SS AT,1462,AT,G,45,1855,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,0,4,4,CKD,INA,73,130,116,2,2,0,1,0,0,0,0,0
2022,SUZUKI,ALL NEW ERTIGA  GX HYBRID MT,1462,MT,G,45,1775,4687,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,280,286,132,79,62,48,48,104
2022,SUZUKI,ALL NEW ERTIGA  GX HYBRID AT,1462,AT,G,45,1855,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,432,539,315,207,209,242,163,245
2022,SUZUKI,ALL NEW ERTIGA  SS HYBRID MT,1462,MT,G,45,1775,4687,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,115,79,45,40,47,48,39,48
2022,SUZUKI,ALL NEW ERTIGA  SS HYBRID AT,1462,AT,G,45,1855,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,0,5,4,CKD,INA,0,0,0,0,205,146,224,245,146,149,122,155
2022,SUZUKI,XL07 ZETA  MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,0,4,4,CKD,INA,0,13,77,29,72,80,122,84,108,192,111,106
2022,SUZUKI,XL07 ZETA  AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,0,4,4,CKD,INA,0,30,68,38,137,100,286,69,201,266,216,96
2022,SUZUKI,XL07 BETA  MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,0,4,4,CKD,INA,175,317,874,271,143,131,61,88,53,138,272,210
2022,SUZUKI,XL07 BETA  AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,0,4,4,CKD,INA,134,148,960,371,199,576,236,207,247,274,445,588
2022,SUZUKI,XL07 ALPHA  MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,0,4,4,CKD,INA,116,57,3,367,137,116,82,113,98,127,129,197
2022,SUZUKI,XL07 ALPHA  AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,0,4,4,CKD,INA,306,145,11,468,226,289,297,317,221,248,331,520
2022,SUZUKI,New  Baleno,1490,MT,G,0,1650,0,195/55 R15,110,2480,4350 X 1690 X 1545,5,4X2,FF,0,4,4,CBU,India,4,0,0,0,0,0,186,90,30,19,15,14
2022,SUZUKI,New  Baleno AT,1490,AT,G,0,1650,0,195/55 R15,110,2480,4350 X 1690 X 1545,5,4X2,FF,0,4,4,CBU,India,31,2,1,0,0,0,0,1,122,244,284,155
