Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS,,SPEED,DOOR,WHEELS,CBU / CKD,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL
2025,CHERY,Tiggo 8  Pro Max Fwd,2000000000000.000,AT,G,57,-,-,-,-,2710000000000.000,4722X1860X1746,7,4X2,-,-,5,4,CKD,INA,9.00,8.00,6.00,8.00,4.00,1.00,1.00
2025,CHERY,Tiggo 8 Csh Fwd,1500000000000.000,AT,PHEV,75,-,-,-,-,-,-,7,4X2,-,-,5,4,CKD,INA,-,-,-,26.00,394.00,"1,102,000,000,000.00",320.00
2025,CITROEN,New E-C3 All Electric,1200000000000.000,MT,BEV,30,1316000000000.000,-,195/65 R15,-,2540000000000.000,3981 X 1733 X  1586,5,4X2,FF,-,5,4,CBU,India,36.00,45.00,32.00,26.00,27.00,27.00,38.00
2025,CITROEN,New C3 Aircross SUV,1200000000000.000,AT,G,45,1275000000000.000,-,215/60 R17,-,2671000000000.000,4323 X 1796 X 1669,5,4X2,-,-,5,4,CBU,India,-,-,-,-,-,-,-
2025,CITROEN,All New C3 Aircross SUV,1200000000000.000,AT,G,45,1275000000000.000,-,215/60 R17,-,2671000000000.000,4323 X 1796 X 1669,5,4X2,-,-,5,4,CBU,India,65.00,70.00,36.00,35.00,40.00,45.00,52.00
2025,CITROEN,New Citroën C3,1200000000000.000,AT,G,45,1275000000000.000,-,215/60 R17,-,2671000000000.000,4323 X 1796 X 1669,5,4X2,-,-,5,4,CBU,India,-,38.00,105.00,29.00,35.00,25.00,28.00
2025,CITROEN,New Citroën E-C4 Electric,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,India,-,-,-,-,-,-,1.00
2025,CITROEN,New Citroën C4 Electric,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CBU,India,-,-,-,-,-,-,-
2025,DAIHATSU,All New Xenia 13 M MT,1329000000000.000,MT,G,43,1705000000000.000,5545000000000.000,185/65R15,97,2750000000000.000,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-
2025,DAIHATSU,All New Xenia 13 X MT,1329000000000.000,MT,G,43,1705000000000.000,5545000000000.000,185/65R15,97,2750000000000.000,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,75.00,386.00,302.00,-,68.00,64.00,83.00
2025,DAIHATSU,All New Xenia 13 X CVT,1329000000000.000,AT,G,43,1705000000000.000,5105000000000.000,185/65R15,97,2750000000000.000,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,48.00,233.00,113.00,-,21.00,41.00,70.00
2025,DAIHATSU,All New Xenia 13 R MT,1329000000000.000,MT,G,43,1705000000000.000,5545000000000.000,185/65R15,97,2750000000000.000,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,50.00,358.00,266.00,-,90.00,50.00,86.00
2025,DAIHATSU,All New Xenia 13 R CVT,1329000000000.000,AT,G,43,1705000000000.000,5105000000000.000,185/65R15,97,2750000000000.000,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,88.00,350.00,241.00,-,26.00,23.00,32.00
2025,DAIHATSU,All New Xenia 15 R MT,1496000000000.000,MT,G,43,1705000000000.000,5077000000000.000,195/60R16,106,2750000000000.000,4395X1730X1700,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-
2025,DAIHATSU,All New Xenia 15 R CVT,1496000000000.000,AT,G,43,1705000000000.000,5105000000000.000,195/60R16,106,2750000000000.000,4395X1730X1700,7,4X2,FF,-,5,4,CKD,INA,39.00,96.00,80.00,-,52.00,21.00,40.00
2025,DAIHATSU,New Sirion R Cvt (Mc 2022),1329000000000.000,CVT,G,40,940,4032000000000.000,175/65R14,90,2440000000000.000,3690X1665X1545,5,4X2,FF,-,5,4,CBU,Malaysia,-,10.00,10.00,20.00,20.00,20.00,20.00
2025,DAIHATSU,Gran Max BV 13,1298000000000.000,MT,G,43,2000000000000.000,5125000000000.000,165R1308PR,88,2650000000000.000,4045X1665X1900,2,4X2,FR,-,5,4,CKD,INA,542.00,662.00,"1,145,000,000,000.00",446.00,"1,191,000,000,000.00",843.00,920.00
2025,DAIHATSU,Gran Max BV 15,1500000000000.000,MT,G,43,2000000000000.000,5125000000000.000,165R1308PR,88,2650000000000.000,4045X1665X1900,2,4X2,FR,-,5,4,CKD,INA,14.00,50.00,1.00,-,-,192.00,5.00
2025,DAIHATSU,Gran Max MB 13 HI  FF,1298000000000.000,MT,G,43,1840000000000.000,5125000000000.000,165R1308PR,88,2650000000000.000,4045X1665X1900,8,4X2,FR,-,5,4,CKD,INA,25.00,59.00,71.00,17.00,70.00,51.00,84.00
2025,DAIHATSU,Gran Max MB 13 HI,1298000000000.000,MT,G,43,1840000000000.000,5125000000000.000,165R1308PR,88,2650000000000.000,4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,76.00,115.00,174.00,45.00,179.00,112.00,223.00
2025,DAIHATSU,Gran Max MB 15 HI,1495000000000.000,MT,G,43,1840000000000.000,4875000000000.000,165R1308PR,88,2650000000000.000,4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,29.00,43.00,112.00,35.00,154.00,102.00,184.00
2025,DAIHATSU,Luxio 15 D (New),1495000000000.000,MT,G,43,1290000000000.000,5152000000000.000,195/65R15,97,2650000000000.000,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,14.00,55.00,34.00,61.00,57.00,47.00,52.00
2025,DAIHATSU,Luxio 15 X MT (New),1495000000000.000,MT,G,43,1320000000000.000,5152000000000.000,195/65R15,97,2650000000000.000,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,23.00,96.00,62.00,145.00,86.00,92.00,107.00
2025,DAIHATSU,Luxio 15 X AT (New),1495000000000.000,AT,G,43,1320000000000.000,5152000000000.000,195/65R15,97,2650000000000.000,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,10.00,60.00,53.00,70.00,72.00,72.00,67.00
2025,DAIHATSU,Luxio 15 AK MT,1495000000000.000,MT,G,43,1320000000000.000,5152000000000.000,195/65R15,97,2650000000000.000,4215X1710X1915,2,4X2,FR,-,5,4,CKD,INA,2.00,17.00,4.00,4.00,5.00,4.00,5.00
2025,DAIHATSU,All New Terios IDS X MT (MC 2023),1496000000000.000,MT,G,45,1245000000000.000,5571000000000.000,215/65/R16,104,2685000000000.000,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,547.00,"1,001,000,000,000.00","1,133,000,000,000.00",333.00,893.00,594.00,662.00
2025,DAIHATSU,All New Terios IDS X AT (MC 2023),1496000000000.000,AT,G,45,1255000000000.000,5857000000000.000,215/65/R16,104,2685000000000.000,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,163.00,267.00,341.00,137.00,292.00,229.00,256.00
2025,DAIHATSU,All New Terios IDS R MT (MC 2023),1496000000000.000,MT,G,45,1260000000000.000,5571000000000.000,215/60/R17,104,2685000000000.000,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,107.00,235.00,290.00,101.00,269.00,196.00,228.00
2025,DAIHATSU,All New Terios IDS R AT (MC 2023),1496000000000.000,AT,G,45,1270000000000.000,5857000000000.000,215/60/R17,104,2685000000000.000,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,89.00,115.00,162.00,68.00,134.00,134.00,120.00
2025,DAIHATSU,All New Terios IDS Custom MT (MC 2023),1496000000000.000,MT,G,45,1260000000000.000,5571000000000.000,215/60/R17,104,2685000000000.000,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,35.00,55.00,56.00,28.00,56.00,45.00,62.00
2025,DAIHATSU,All New Terios IDS Custom AT (MC 2023),1496000000000.000,AT,G,45,1270000000000.000,5857000000000.000,215/60/R17,104,2685000000000.000,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,10.00,15.00,45.00,29.00,45.00,49.00,47.00
2025,DAIHATSU,Rocky 10 R ASA CVT,998,AT,G,36,1680000000000.000,5105000000000.000,205/60/R17,98,2525000000000.000,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,1.00
2025,DAIHATSU,Rocky 10 R CVT,998,AT,G,36,1680000000000.000,5105000000000.000,205/60/R17,98,2525000000000.000,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,15.00,15.00,20.00,15.00,17.00,5.00,18.00
2025,DAIHATSU,Rocky 10 R MT,998,MT,G,36,1680000000000.000,5462000000000.000,205/60/R17,98,2525000000000.000,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,1.00
2025,DAIHATSU,Rocky 12 X CVT,1200000000000.000,AT,G,36,1680000000000.000,5105000000000.000,205/65/R16,88,2525000000000.000,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,285.00,336.00,213.00,147.00,107.00,33.00,73.00
2025,DAIHATSU,Rocky 12 X MT,1200000000000.000,MT,G,36,1680000000000.000,5462000000000.000,205/65/R16,88,2525000000000.000,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,94.00,88.00,73.00,69.00,39.00,14.00,18.00
2025,DAIHATSU,Rocky 12 M CVT,1200000000000.000,AT,G,36,1680000000000.000,5105000000000.000,205/65/R16,88,2525000000000.000,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,12.00,-,-,-
2025,DAIHATSU,Rocky 12 M MT,1200000000000.000,MT,G,36,1680000000000.000,5462000000000.000,205/65/R16,88,2525000000000.000,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,24.00,-,-,-
2025,DFSK,GELORA EC35 BLIND VAN (4X2) A/T,-,AT,BEV,58,2035000000000.000,-,225/60R17,150,2780000000000.000,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,INA,16.00,9.00,50.00,1.00,4.00,9.00,2.00
2025,DFSK,GELORA EC36 MINI BUS 15 (4X2) A/T,-,AT,BEV,58,2035000000000.000,-,225/60R17,150,2780000000000.000,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,INA,-,-,-,2.00,4.00,-,1.00
2025,SERES,E502 EV (4X2) A/T,-,AT,BEV,-,-,-,-,-,-,-,4,4X2,-,-,-,-,CKD,INA,6.00,9.00,8.00,15.00,20.00,15.00,-
2025,GWM,HAVAL H6 Hev 15T DHT (4x2) A/T,1499000000000.000,AT,HYBRID,61,2140000000000.000,3950000000000.000,225/55 R19,243/240,3,"4,683 x 1,886 x 1,730",5,4X2,FF,200,5,4,CBU,Thailand,-,6.00,5.00,3.00,1.00,-,1.00
2025,GWM,HAVAL Jolion Hev 15T DHT (4x2) A/T,1497000000000.000,AT,HYBRID,55,-,-,225/55 R18,190/187,2700000000000.000,"4,472 X 1,841 X 1,619",5,4X2,FF,200,5,4,CKD,INA,13.00,31.00,52.00,8.00,61.00,3.00,6.00
2025,GEELY,EX5 PRO,-,AT,BEV,-,-,-,225/55 R18,218,2750000000000.000,4615 × 1901 × 1670,5,4X2,FF,-,5,4,CBU,China,-,-,-,-,-,-,-
2025,GEELY,EX5 MAX,-,AT,BEV,-,-,-,225/55 R18,218,2750000000000.000,4615 × 1901 × 1670,5,4X2,FF,-,5,4,CBU,China,-,66.00,176.00,424.00,377.00,216.00,249.00
2025,HONDA,Brio RS,1198000000000.000,MT,G,35,960,-,-,88,2345000000000.000,3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,77.00,24.00,11.00,8.00,-,-,32.00
2025,HONDA,Brio RS,1198000000000.000,CVT,G,35,960,-,-,88,2345000000000.000,3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,398.00,697.00,310.00,243.00,152.00,184.00,258.00
2025,HONDA,All New CRV 15 T,1500000000000.000,CVT,G,-,-,-,"19 x 7,5J",190,2701000000000.000,4691 x 1866 x 1681,-,4X2,FF,-,5,4,CKD,INA,17.00,40.00,33.00,-,41.00,22.00,21.00
2025,HONDA,E:N1,-,CVT,BEV,-,-,-,-,204,2610000000000.000,4380 X 1790 X 1592,-,4X2,-,-,4,4,CBU,China,-,-,-,30.00,6.00,11.00,15.00
2025,HONDA,All New Veloz 15 2021,1497000000000.000,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,30.00,-,-,-,-,-,-
2025,HONDA,New HRV E,1497000000000.000,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,95.00,7.00,-,-,-,-,-
2025,HONDA,New HRV SE,1497000000000.000,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,774.00,"1,334,000,000,000.00","1,033,000,000,000.00",18.00,-,-,-
2025,HONDA,New HRV RS,1497000000000.000,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,30.00,-,-,1.00,-,-
2025,HONDA,New HR-V E,1497000000000.000,CVT,G,40,-,-,-,121,2610000000000.000,4347 x 1790 x 1590,-,4X2,FF,-,5,-,CKD,INA,-,-,-,-,112.00,124.00,99.00
2025,HONDA,New HR-V E+,1497000000000.000,CVT,G,40,-,-,-,121,2610000000000.000,4347 x 1790 x 1590,-,4X2,FF,-,5,-,CKD,INA,-,-,-,-,447.00,314.00,582.00
2025,HONDA,New HR-V e:HEV,1497000000000.000,CVT,HYBRID,40,-,-,-,106/131,2610000000000.000,4347 x 1790 x 1590,-,4X2,FF,-,5,-,CKD,INA,-,-,-,-,-,265.00,839.00
2025,HONDA,New HR-V RS e:HEV,1497000000000.000,CVT,HYBRID,40,-,-,-,106/131,2610000000000.000,4347 x 1790 x 1590,-,4X2,FF,-,5,-,CKD,INA,-,-,-,-,-,376.00,429.00
2025,HONDA,CITY HB RS,1500000000000.000,MT,G,40,-,-,16 x 6J,121,2600000000000.000,4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-
2025,HONDA,CITY HB RS,1500000000000.000,CVT,G,40,-,-,16 x 6J,121,2600000000000.000,4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,-,1.00,-,-,-,-,-
2025,HONDA,NEW CITY HB RS0HS,1500000000000.000,CVT,G,40,-,-,16 x 6J,121,2600000000000.000,4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,48.00,142.00,59.00,58.00,30.00,50.00,66.00
2025,HONDA,WRV E,1500000000000.000,MT,G,35,-,-,16 x 7J,119,2485000000000.000,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,13.00,9.00,8.00,12.00,18.00,1.00,29.00
2025,HONDA,WRV E,1500000000000.000,CVT,G,35,-,-,16 x 7J,119,2485000000000.000,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,9.00,63.00,28.00,-,50.00,45.00,1.00
2025,HONDA,WRV RS,1500000000000.000,CVT,G,35,-,-,17 x 7J,119,2485000000000.000,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,444.00,445.00,458.00,162.00,242.00,94.00,198.00
2025,HONDA,WRV RS 0 HS,1500000000000.000,CVT,G,35,-,-,17 x 7J,119,2485000000000.000,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,145.00,152.00,69.00,121.00,375.00,145.00,67.00
2025,HONDA,BRV S,1500000000000.000,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,300.00,360.00,-,210.00,132.00
2025,HONDA,BRV E,1500000000000.000,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,21.00,16.00,105.00,2.00,6.00,16.00,50.00
2025,HONDA,BRV E,1500000000000.000,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,114.00,171.00,93.00,9.00,93.00,32.00,97.00
2025,HONDA,BRV E Prestige,1500000000000.000,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,615.00,727.00,32.00,52.00,191.00,18.00,153.00
2025,HONDA,BRV Prestige0HS,1500000000000.000,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,121.00,120.00,83.00,-,55.00,12.00,89.00
2025,HYUNDAI - HMID,Venue,998,AT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CBU,India,-,22.00,6.00,1.00,1.00,1.00,-
2025,HYUNDAI - HMID,Creta Prime 15 IVT,1500000000000.000,AT,G,40,1660000000000.000,-,215/60/R17,115,2610000000000.000,4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,101.00,95.00,31.00,-,-,1.00,-
2025,HYUNDAI - HMID,Creta Prime 15 IVT Two Tone,1500000000000.000,AT,G,40,1660000000000.000,-,215/60/R17,115,2610000000000.000,4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,183.00,59.00,72.00,-,-,-,-
2025,HYUNDAI - HMID,Creta Prime 15 IVT Alpha,1500000000000.000,AT,G,40,1660000000000.000,-,215/60/R17,115,2610000000000.000,4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,133.00,17.00,3.00,-,-,-,-
2025,HYUNDAI - HMID,Creta FL Active 15 MT,1500000000000.000,MT,G,40,1660000000000.000,-,215/60/R17,115,2610000000000.000,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,-,-,-,3.00,1.00,1.00,-
2025,HYUNDAI - HMID,Creta FL Trend 15 MT,1500000000000.000,MT,G,40,1660000000000.000,-,215/60/R17,115,2610000000000.000,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,1.00,2.00,2.00,2.00,2.00,1.00,2.00
2025,HYUNDAI - HMID,Creta FL Trend 15 IVT,1500000000000.000,AT,G,40,1685000000000.000,-,215/60/R17,115,2610000000000.000,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,74.00,21.00,40.00,34.00,40.00,27.00,19.00
2025,HYUNDAI - HMID,Creta FL Style 15 IVT,1500000000000.000,AT,G,40,1685000000000.000,-,215/60/R17,115,2610000000000.000,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,11.00,13.00,15.00,20.00,22.00,2.00,17.00
2025,HYUNDAI - HMID,Creta FL Prime 15 IVT,1500000000000.000,AT,G,40,1685000000000.000,-,215/60/R17,115,2610000000000.000,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,85.00,70.00,85.00,48.00,78.00,50.00,29.00
2025,HYUNDAI - HMID,Creta FL Prime 15 IVT Two Tone,1500000000000.000,AT,G,40,1685000000000.000,-,215/60/R17,115,2610000000000.000,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,107.00,69.00,73.00,54.00,70.00,22.00,30.00
2025,HYUNDAI - HMID,Creta FL N Line 15 IVT,1500000000000.000,AT,G,40,1685000000000.000,-,215/55/R18,115,2610000000000.000,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,114.00,118.00,85.00,43.00,39.00,22.00,8.00
2025,HYUNDAI - HMID,Creta FL N Line 15 IVT Two Tone,1500000000000.000,AT,G,40,1685000000000.000,-,215/55/R18,115,2610000000000.000,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,184.00,207.00,269.00,205.00,196.00,140.00,122.00
2025,HYUNDAI - HMID,Creta FL N Line 15T IVT,1500000000000.000,AT,G,40,1755000000000.000,-,215/55/R18,118,2610000000000.000,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,31.00,30.00,18.00,6.00,3.00,4.00,2.00
2025,HYUNDAI - HMID,Creta FL N Line 15T IVT Two Tone,1500000000000.000,AT,G,40,1755000000000.000,-,215/55/R18,118,2610000000000.000,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,57.00,43.00,27.00,1.00,8.00,25.00,16.00
2025,HYUNDAI - HMID,Stargazer Active MT,1500000000000.000,MT,G,40,1780000000000.000,-,205/55/R15,115,2780000000000.000,4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,138.00,3.00,8.00,1.00,6.00,4.00,6.00
2025,HYUNDAI - HMID,Stargazer Active IVT,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R15,115,2780000000000.000,4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,2.00,4.00,3.00,11.00,8.00,2.00,3.00
2025,HYUNDAI - HMID,Stargazer Trend IVT 6 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,1.00,-,-,-,-
2025,HYUNDAI - HMID,Stargazer Essential Tech 7 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,-,66.00,85.00,81.00,74.00,21.00,63.00
2025,HYUNDAI - HMID,Stargazer Essential Tech 6 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,95.00,127.00,135.00,116.00,33.00,107.00
2025,HYUNDAI - HMID,Stargazer Prime 7 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,1.00,84.00,62.00,43.00,45.00,7.00,23.00
2025,HYUNDAI - HMID,Stargazer Prime 6 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,6.00,153.00,118.00,83.00,54.00,12.00,76.00
2025,HYUNDAI - HMID,Stargazer Prime 7 Seat Two Tone,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,16.00,13.00,5.00,9.00,2.00,-,2.00
2025,HYUNDAI - HMID,Stargazer Prime 6 Seat Two Tone,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,135.00,28.00,31.00,19.00,5.00,1.00,1.00
2025,HYUNDAI - HMID,Stargazer Essential MT 7 Seat,1500000000000.000,MT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,4.00,2.00,5.00,8.00,4.00,6.00,2.00
2025,HYUNDAI - HMID,Stargazer Essential MT 6 Seat,1500000000000.000,MT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,5.00,5.00,2.00,-,-,-,2.00
2025,HYUNDAI - HMID,Stargazer Essential IVT 7 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,105.00,40.00,86.00,91.00,102.00,40.00,140.00
2025,HYUNDAI - HMID,Stargazer Essential IVT 6 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,137.00,59.00,116.00,125.00,119.00,47.00,55.00
2025,HYUNDAI - HMID,Stargazer X Style 7 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,6.00,-,-,-,-
2025,HYUNDAI - HMID,Stargazer X Style 6 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,1.00,-,-,-,-
2025,HYUNDAI - HMID,Stargazer X Prime 7 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,95.00,68.00,79.00,36.00,35.00,11.00,22.00
2025,HYUNDAI - HMID,Stargazer X Prime 6 Seat,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,161.00,117.00,152.00,130.00,110.00,18.00,66.00
2025,HYUNDAI - HMID,Stargazer X Prime 7 Seat Two Tone,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,10.00,13.00,8.00,5.00,3.00,3.00,3.00
2025,HYUNDAI - HMID,Stargazer X Prime 6 Seat Two Tone,1500000000000.000,AT,G,40,1830000000000.000,-,205/55/R16,115,2780000000000.000,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,24.00,20.00,13.00,24.00,15.00,8.00,18.00
2025,HYUNDAI - HMID,Stargazer Cartenz Prime HSS 7 Seat,1500000000000.000,AT,G,-,-,-,-,-,2780000000000.000,4575 x 1780 x 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,24.00
2025,HYUNDAI - HMID,Stargazer Cartenz Prime HSS 6 Seat,1500000000000.000,AT,G,-,-,-,-,-,2780000000000.000,4575 x 1780 x 1710,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,168.00
2025,HYUNDAI - HMID,Ioniq5,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,South Korea,-,-,-,-,-,-,-
2025,HYUNDAI - HMID,Ioniq5 Prime Reguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,3.00,1.00,-,-,-,-,-
2025,HYUNDAI - HMID,Ioniq5 Prime Extended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1.00,3.00,13.00,1.00,11.00,1.00,-
2025,HYUNDAI - HMID,Ioniq5 Signature Reguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,3.00,11.00,-,-,-,-
2025,HYUNDAI - HMID,Ioniq5 Signature Extended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,53.00,97.00,60.00,47.00,213.00,3.00,18.00
2025,HYUNDAI - HMID,Ioniq5 Signature N,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,4.00,5.00,5.00,2.00,2.00,1.00,1.00
2025,JAECOO,J7,1500000000000.000,-,PHEV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,-,-,-,-,120.00,-
2025,JETOUR,Dashing Journey,1498000000000.000,AT,G,57,1513000000000.000,-,18,156,2720000000000.000,4590 x 1900 x 1685,5,4X2,FF,-,5,4,CKD,INA,-,10.00,3.00,3.00,-,1.00,4.00
2025,JETOUR,Dashing Inspira,1498000000000.000,AT,G,57,1550000000000.000,-,19,156,2720000000000.000,4590 x 1900 x 1685,5,4X2,FF,-,5,4,CKD,INA,-,36.00,48.00,5.00,9.00,64.00,26.00
2025,JETOUR,X70P Journey,1498000000000.000,AT,G,57,1551000000000.000,-,19,156,2720000000000.000,4724 x 1900 x 1720,7,4X2,FF,-,5,4,CKD,INA,-,-,3.00,-,-,1.00,2.00
2025,JETOUR,X70P Inspira,1498000000000.000,AT,G,57,1576000000000.000,-,19,156,2720000000000.000,4724 x 1900 x 1720,7,4X2,FF,-,5,4,CKD,INA,-,36.00,10.00,12.00,11.00,22.00,27.00
