Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,"CBU
/ CKD","ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2023,DAIHATSU,Gran Max MB 1.5 HI,"1,495",MT,G,43,"1,840","4,875",165R13-8PR,88,"2,650",4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,198,158,191,138,137,171,206,53,53,30,30,40
2023,DAIHATSU,Luxio 1.5 D (New),"1,495",MT,G,43,"1,290","5,152",195/65R15,97,"2,650",4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,39,47,102,59,34,98,61,67,19,10,37,24
2023,DAIHATSU,Luxio 1.5 X MT  (New),"1,495",MT,G,43,"1,320","5,152",195/65R15,97,"2,650",4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,196,175,213,167,177,165,190,58,131,62,75,10
2023,DAIHATSU,Luxio 1.5 X AT  (New),"1,495",AT,G,43,"1,320","5,152",195/65R15,97,"2,650",4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,55,81,137,59,67,102,52,58,45,38,33,14
2023,DAIHATSU,Luxio 1.5 AK MT,"1,495",MT,G,43,"1,320","5,152",195/65R15,97,"2,650",4215X1710X1915,2,4X2,FR,-,5,4,CKD,INA,3,3,2,4,6,3,3,3,3,-,10,-
2023,DAIHATSU,All  New Terios IDS X MT,"1,496",MT,G,45,"1,245","5,571",215/65/R16,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,626,987,"1,929",611,762,-,-,-,-,-,-,-
2023,DAIHATSU,All  New Terios IDS X AT,"1,496",AT,G,45,"1,255","5,857",215/65/R16,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,97,277,378,169,194,-,-,-,-,-,-,-
2023,DAIHATSU,All  New Terios IDS R,"1,496",MT,G,45,"1,260","5,571",215/60/R17,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,437,443,446,235,283,-,-,-,-,-,-,-
2023,DAIHATSU,All  New Terios IDS R,"1,496",AT,G,45,"1,270","5,857",215/60/R17,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,174,208,292,127,152,-,-,-,-,-,-,-
2023,DAIHATSU,All  New Terios IDS Custom  MT,"1,496",MT,G,45,"1,260","5,571",215/60/R17,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,2,2,-,2,2,-,-,-,-,-,-,-
2023,DAIHATSU,All  New Terios IDS Custom  AT,"1,496",AT,G,45,"1,270","5,857",215/60/R17,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,2,2,-,2,2,-,-,-,-,-,-,-
2023,DAIHATSU,All  New Terios IDS X MT  (MC 2023),"1,496",MT,G,45,"1,245","5,571",215/65/R16,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,"1,452","1,074","1,086",423,"1,180","1,188","1,527"
2023,DAIHATSU,All  New Terios IDS X AT  (MC 2023),"1,496",AT,G,45,"1,255","5,857",215/65/R16,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,155,404,407,517,561,484,331
2023,DAIHATSU,All  New Terios IDS R MT  (MC 2023),"1,496",MT,G,45,"1,260","5,571",215/60/R17,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,487,144,173,216,266,302,605
2023,DAIHATSU,All  New Terios IDS R AT  (MC 2023),"1,496",AT,G,45,"1,270","5,857",215/60/R17,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,124,239,297,175,366,173,195
2023,DAIHATSU,All  New Terios IDS Custom  MT  (MC 2023),"1,496",MT,G,45,"1,260","5,571",215/60/R17,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,101,34,20,7,45,38,92
2023,DAIHATSU,All  New Terios IDS Custom  AT  (MC 2023),"1,496",AT,G,45,"1,270","5,857",215/60/R17,104,"2,685",4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,121,64,39,18,90,76,87
2023,DAIHATSU,Rocky 1.0 R ASA CVT,998,AT,G,36,"1,680","5,105",205/60/R17,98,"2,525",4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,10,24,12,8,2,2,3,5,5,10,7,2
2023,DAIHATSU,Rocky 1.0 R CVT,998,AT,G,36,"1,680","5,105",205/60/R17,98,"2,525",4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,63,64,42,56,7,3,55,15,20,34,10,20
2023,DAIHATSU,Rocky 1.0 R MT,998,MT,G,36,"1,680","5,462",205/60/R17,98,"2,525",4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,11,5,10,4,6,13,5,-,3,3,2,3
2023,DAIHATSU,Rocky 1.2 X CVT,"1,200",AT,G,36,"1,680","5,105",205/65/R16,88,"2,525",4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,450,352,388,296,164,161,197,147,330,182,347,255
2023,DAIHATSU,Rocky 1.2 X MT,"1,200",MT,G,36,"1,680","5,462",205/65/R16,88,"2,525",4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,19,48,53,104,67,189,220,214,89,74,51,50
2023,DAIHATSU,Rocky 1.2 M  CVT,"1,200",AT,G,36,"1,680","5,105",205/65/R16,88,"2,525",4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,10,24,51,-,-,5,15,35,-,52,5,15
2023,DAIHATSU,Rocky 1.2 M  MT,"1,200",MT,G,36,"1,680","5,462",205/65/R16,88,"2,525",4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,5,10,20,19,14,15,10,5,6,4,12,5
2023,DFSK,GLORY 580 1.5T  A/T  CVT  COMFORT,"1,498",AT,G,58,"2,035",-,226/60R17,150,"2,780",4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,30,20,30,-,-,-,-,-
2023,DFSK,GLORY 580 1.5T  M/T  LUXURY,"1,498",MT,G,58,"2,035",-,226/60R17,150,"2,780",4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,3,-,-
2023,DFSK,GLORY 580 1.5T  A/T  CVT  LUXURY,"1,498",AT,G,58,"2,035",-,226/60R17,150,"2,780",4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,23,-,-,-,-,-,-,50
2023,DFSK,GLORY 560 1.5T  6M/T  LUXURY,"1,498",MT,G,50,"2,005",-,215/60R17,150,"2,690",4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,2,4,2,-,39,1,-
2023,DFSK,GLORY 560 1.5T  A/T  CVT  LUXURY,"1,498",AT,G,50,"2,005",-,215/60R17,150,"2,690",4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,21,1,-,-,-,2,2,4,4,-,-,-
2023,DFSK,GLORY 560 1.5T  A/T  CVT  COMFORT,"1,498",AT,G,50,"2,005",-,215/60R17,150,"2,690",4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,DFSK,GLORY I-AUTO,"1,498",AT,G,58,"2,035",-,225/60R17,150,"2,780",4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,2,2,2,2,3,1,1,-,1,1,2
2023,DFSK,GELORA Blind Van (4X2) M/T,"1,498",MT,G,55,-,-,185/80 R14,109,"3,050",4500 X 1680 X 2000,2,4X2,FR,-,4,4,CKD,INA,1,8,13,4,3,17,5,8,3,6,2,20
2023,DFSK,GELORA C36 MINI BUS 1.5 (4X2) M/T,"1,498",MT,G,55,-,-,185/80 R14,109,"3,050",4500 X 1680 X 2000,2,4X2,FR,-,4,4,CKD,INA,14,8,-,5,13,10,9,-,-,1,-,20
2023,DFSK,GELORA EC35 BLIND VAN (4X2) A/T,"1,498",AT,BEV,58,"2,035",-,225/60R17,150,"2,780",4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,China,-,3,5,8,2,1,10,4,3,-,23,8
2023,DFSK,GELORA EC36 MINI BUS 1.5 (4X2) A/T,-,AT,BEV,58,"2,035",-,225/60R17,150,"2,780",4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,China,-,10,8,5,7,2,11,13,9,1,11,5
2023,SERES,E502 EV (4X2) A/T,-,-,BEV,-,-,-,-,-,-,-,4,4X2,-,-,-,-,CKD,INA,-,-,-,-,-,-,-,-,-,-,67,44
2023,SERES,E502 EV B (4X2) A/T,-,-,BEV,-,-,-,-,-,-,-,4,4X2,-,-,-,-,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,Brio RS,"1,198",MT,G,35,960,-,-,88,"2,345",3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,1,180,58,2,239,120,120,119,120,120,3,300
2023,HONDA,Brio RS,"1,198",CVT,G,35,960,-,-,88,"2,345",3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,831,717,671,62,"1,135",601,596,658,621,791,513,638
2023,HONDA,New CR-V T,"1,500",CVT,G,58,-,-,"18 x 7,5J",190,"2,660",4584 x 1855 x 1679,-,4X2,FF,-,5,4,CKD,INA,59,55,53,50,83,-,1,-,-,-,-,-
2023,HONDA,New CR-V Prestige,"1,500",CVT,G,58,-,-,"18 x 7,5J",190,"2,660",4585 x 1855 x 1679,-,4X2,FF,-,5,4,CKD,INA,397,569,526,354,331,104,36,-,-,-,-,-
2023,HONDA,All  New CR-V 1.5 T,"1,500",CVT,G,-,-,-,"19 x 7,5J",190,"2,701",4691 x 1866 x 1681,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,242,69,6,86,107
2023,HONDA,HR-V S,"1,497",MT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,HR-V S,"1,497",CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,HR-V E,"1,497",CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,HR-V E+,"1,497",CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,New HR-V S,"1,497",CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,31,29,91,25,31,30,9,29,31,67,46,48
2023,HONDA,New HR-V E,"1,497",CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,643,665,647,173,264,244,54,61,250,267,164,302
2023,HONDA,New HR-V SE,"1,497",CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,"2,518","3,025","3,279",734,843,874,"1,368","1,968","1,832","1,708","1,650","1,458"
2023,HONDA,New HR-V RS,"1,497",CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,263,107,204,84,120,58,78,54,49,117,141,121
2023,HONDA,CITY HB RS,"1,500",MT,G,40,-,-,16 x 6J,121,"2,600",4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,37,74,65,5,-,-,-,-,-,-,-,-
2023,HONDA,CITY HB RS,"1,500",CVT,G,40,-,-,16 x 6J,121,"2,600",4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,120,111,131,54,182,251,290,350,122,103,85,160
2023,HONDA,CITY HB RS-HS,"1,500",CVT,G,40,-,-,16 x 6J,121,"2,600",4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,61,60,59,51,129,114,55,-,68,57,7,79
2023,HONDA,Mobilio S,"1,497",MT,G,42,-,-,15,118,"2,650",4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,Mobilio E,"1,497",MT,G,42,-,-,15,118,"2,650",4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,-,1,-,-,-,-,-,-,-,-,-,-
2023,HONDA,Mobilio RS,"1,497",CVT,G,42,-,-,15,118,"2,650",4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,New Mobilio S,"1,497",MT,G,42,-,-,15,118,"2,650",4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,68,69,403,120,120,61,48,129,-,361,1,60
2023,HONDA,WR-V E,"1,500",MT,G,35,-,-,16 x 7J,119,"2,485",4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,25,4,20,14,-,26,30,45
2023,HONDA,WR-V E,"1,500",CVT,G,35,-,-,16 x 7J,119,"2,485",4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,74,74,176,185,178,76,58,59,79,60,62,130
2023,HONDA,WR-V RS,"1,500",CVT,G,35,-,-,17 x 7J,119,"2,485",4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,686,751,"1,091",890,"1,284","1,223","1,210",914,910,"1,033",994,596
2023,HONDA,WR-V RS - HS,"1,500",CVT,G,35,-,-,17 x 7J,119,"2,485",4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,596,755,703,690,994,"1,038",553,818,577,352,260,497
2023,HONDA,BR-V S,"1,500",MT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,BR-V E+,"1,500",MT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,BR-V E+,"1,500",CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,BR-V E Prestige,"1,500",CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,HONDA,BR-V S,"1,500",CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,20,29,26,14,21,9,-,1
2023,HONDA,BR-V E,"1,500",CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,274,263,238,83,242,130,115,76,75,94,57,93
2023,HONDA,BR-V E,"1,500",CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,638,751,557,187,870,14,102,214,-,161,118,90
2023,HONDA,BR-V E Prestige,"1,500",CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,"1,228",626,691,263,990,900,484,382,460,487,476,574
2023,HONDA,BR-V Prestige-HS,"1,500",CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,691,461,445,138,379,947,414,314,465,246,323,247
2023,HYUNDAI - HIM,Grand i10,"1,200",MT,G,35,-,-,-,-,-,-,-,4X2,FF,-,4,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-
2023,HYUNDAI - HMID,Creta Active 1.5 MT,"1,500",MT,G,40,"1,590",-,215/60/R17,115,"2,610",4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,3,6,-,-,-,2,1,1,3,1,3,-
2023,HYUNDAI - HMID,Creta Trend 1.5 MT,"1,500",MT,G,40,"1,590",-,215/60/R17,115,"2,610",4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,4,8,14,2,2,-,-,-,-,1,2,2
2023,HYUNDAI - HMID,Creta Trend 1.5 IVT,"1,500",AT,G,40,"1,660",-,215/60/R17,115,"2,610",4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,147,106,129,128,147,70,61,129,31,98,108,71
2023,HYUNDAI - HMID,Creta Style 1.5 IVT,"1,500",AT,G,40,"1,660",-,215/60/R17,115,"2,610",4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,167,112,139,52,86,97,56,65,31,111,99,58
2023,HYUNDAI - HMID,Creta Prime 1.5 IVT,"1,500",AT,G,40,"1,660",-,215/60/R17,115,"2,610",4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,323,291,295,107,127,71,102,147,101,187,227,310
2023,HYUNDAI - HMID,Creta Prime 1.5 IVT  Two Tone,"1,500",AT,G,40,"1,660",-,215/60/R17,115,"2,610",4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,579,391,557,220,218,245,78,238,251,247,353,297
2023,HYUNDAI - HMID,Stargazer Active MT,"1,500",MT,G,40,"1,780",-,205/55/R15,115,"2,780",4460 x 1780 x 1695,7,4X2,FF,-,5,4,CBU,-,3,2,13,5,11,2,-,8,7,16,8,-
2023,HYUNDAI - HMID,Stargazer Active IVT,"1,500",AT,G,40,"1,830",-,205/55/R15,115,"2,780",4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,31,25,3,19,42,18,-,17,13,8,49,29
2023,HYUNDAI - HMID,Stargazer Trend MT  7 Seat,"1,500",MT,G,40,"1,780",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,70,137,44,8,23,45,13,20,31,-,18,14
2023,HYUNDAI - HMID,Stargazer Trend MT  6 Seat,"1,500",MT,G,40,"1,780",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,3,14,15,6,3,-,-,1,-,-,-,-
2023,HYUNDAI - HMID,Stargazer Trend IVT  7 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,127,113,89,40,189,138,-,-,-,-,1,-
2023,HYUNDAI - HMID,Stargazer Trend IVT  6 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,28,45,43,21,48,-,-,-,-,-,4,-
2023,HYUNDAI - HMID,Stargazer Style 7 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,4,22,33,10,33,24,-,-,1,-,3,-
2023,HYUNDAI - HMID,Stargazer Style 6 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,13,14,30,17,27,-,2,-,-,1,1,1
2023,HYUNDAI - HMID,Stargazer Prime 7 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,479,329,230,133,131,150,56,250,207,151,146,192
2023,HYUNDAI - HMID,Stargazer Prime 6 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,"1,013",439,390,301,377,337,215,439,380,388,424,305
2023,HYUNDAI - HMID,Stargazer Prime 7 Seat Two Tone,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,80,71,59,18,18,25,8,42,32,50,79,41
2023,HYUNDAI - HMID,Stargazer Prime 6 Seat Two Tone,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,523,286,206,106,69,87,39,261,161,338,118,203
2023,HYUNDAI - HMID,Stargazer Essential  MT  7 Seat,"1,500",MT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,1,-,9,6,5
2023,HYUNDAI - HMID,Stargazer Essential  MT  6 Seat,"1,500",MT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,1,-,1,4,7
2023,HYUNDAI - HMID,Stargazer Essential  IVT  7 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,208,32,23,36,31,105
2023,HYUNDAI - HMID,Stargazer Essential  IVT  6 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,32,81,57,38,39,22
2023,HYUNDAI - HMID,Stargazer X Style 7 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,2,3,1
2023,HYUNDAI - HMID,Stargazer X Style 6 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,2,2,2,5
2023,HYUNDAI - HMID,Stargazer X Prime 7 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,11,244,129,81,93,136
2023,HYUNDAI - HMID,Stargazer X Prime 6 Seat,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,118,534,483,230,223,149
2023,HYUNDAI - HMID,Stargazer X Prime 7 Seat Two Tone,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,2,32,11,17,24
2023,HYUNDAI - HMID,Stargazer X Prime 6 Seat Two Tone,"1,500",AT,G,40,"1,830",-,205/55/R16,115,"2,780",4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,1,28,123,52,44,68
2023,HYUNDAI - HMID,Ioniq5,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,2,-
2023,HYUNDAI - HMID,Ioniq5 Prime Reguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,3,7,-,-,5,4,-,1,19,14,1,-
2023,HYUNDAI - HMID,Ioniq5 Prime Extended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,36,15,22,65,29,17,36,14,27,77,101,49
2023,HYUNDAI - HMID,Ioniq5 Signature Reguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1,59,10,26,27,19,18,24,61,19,15,19
2023,HYUNDAI - HMID,Ioniq5 Signature Extended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,194,132,560,625,857,830,222,457,686,609,606,556
2023,KIA,Seltos,"1,353",AT,G,55,"1,705",-,215/60 R17,140/6000,"2,610",4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,-,1,21,23,16,11,9,16,3,5,17,8
2023,KIA,Seltos CRDi,"1,353",AT,G,55,"1,705",-,215/60 R17,140/6000,"2,610",4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-
2023,KIA,Sonet Premiere,"1,500",AT,G,55,"1,705",-,215/60 R17,140/6000,"2,610",4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,8,35,80,36,109,59,121,89,56,13,23,32
2023,KIA,Sonet Premiere,"1,500",MT,G,55,"1,705",-,215/60 R17,140/6000,"2,610",4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-
2023,KIA,Carens,"1,353",AT,G,80,"2,960","3,195",235/60 R18,270/6400,"3,090",5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,India,-,-,-,-,-,-,-,1,-,-,-,-
2023,KIA,Carens,"1,497",AT,G,80,"2,960","3,195",235/60 R18,202/3800,"3,090",5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,India,8,21,52,44,38,5,7,66,44,21,23,-
2023,MAZDA,Mazda 2 GT  AT,"1,498",AT,G,43,-,"4,147",195/45R16,103,"2,490",3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,7,8,15,5,9,6,5,5,6,3,4,12
2023,MORRIS GARAGE,ZS Excite,"1,498",AT,G,48,"1,258",-,205/60 R16,114,"2,585",4314 x 1809 x 1624,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-
2023,MORRIS GARAGE,ZS Ignite,"1,498",AT,G,48,"1,258",-,215/50 R17,114,"2,585",4314 x 1809 x 1624,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,-,1,-,-,-,-
2023,MORRIS GARAGE,ZS Activate 1.5L CVT,"1,498",AT,G,48,"1,258",-,215/60 R16,114,"2,585",4323 x 1809 x 1628,5,4X2,FF,4,5,4,CBU,Thailand,-,3,2,-,-,2,-,-,-,-,-,-
2023,MORRIS GARAGE,ZS Ignite 1.5L CVT,"1,498",AT,G,48,"1,258",-,215/60 R16,114,"2,585",4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,-,2,1,1,-,-,-,5,2,1,-,2
2023,MORRIS GARAGE,ZS Magnify 1.5L CVT,"1,498",AT,G,48,"1,258",-,215/55 R17,114,"2,585",4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,8,39,64,14,21,9,23,48,48,13,23,60
2023,MORRIS GARAGE,ZS EV,-,AT,BEV,-,"1,532",-,215/50 R17,143,"2,585",4314 x 1809 x 1644,5,4X2,FF,-,5,4,CBU,China,-,-,2,-,-,-,-,-,-,-,-,-
2023,MORRIS GARAGE,HS Excite,"1,490",AT,G,55,"1,510",-,215/60 R17,162,"2,720",4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-
2023,MORRIS GARAGE,HS Ignite,"1,490",AT,G,55,"1,510",-,235/50 R18,162,"2,720",4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,1,-,-,-,-,-,-,-,1,-,-,-
2023,MORRIS GARAGE,HS i-Smart Magnify,"1,490",AT,G,55,"1,510",-,235/50 R18,162,"2,720",4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,6,6,9,3,6,5,1,12,-,-,5,-
2023,MORRIS GARAGE,New HS Activate,"1,490",AT,G,55,"1,510",-,215/60 R17,162,"2,720",4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,-,1,-,1,-,-,-,-,-,-
2023,MORRIS GARAGE,New HS Ignite,"1,490",AT,G,55,"1,510",-,235/50 R18,162,"2,720",4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,1,2,2,2,3,-,-,2,1,-,-
2023,MORRIS GARAGE,New HS i-Smart Magnify,"1,490",AT,G,55,"1,510",-,235/50 R18,162,"2,720",4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,18,21,9,10,15,5,6,13,15,5,6,6
