Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEARRATIO,WHEEL&TYRESIZE,PS/HP,WHEELBASE,"DIMENSION
PxLxT",SEATER,DRIVESYS,,SPEED,DOOR,WHEELS,"CBU
/CKD","ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2024,DAIHATSU,GranMaxMB13HI,1298,MT,G,43,184,5125,165R13-8PR,88,265,4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,176,193,105,88,345,396,266,57,122,200,114,246
2024,DAIHATSU,GranMaxMB15HI,1495,MT,G,43,184,4875,165R13-8PR,88,265,4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,89,117,55,69,192,273,55,42,166,250,74,150
2024,DAIHATSU,Luxio15D(New),1495,MT,G,43,129,5152,195/65R15,97,265,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,50,25,31,17,75,76,67,62,48,67,55,56
2024,DAIHATSU,Luxio15XMT(New),1495,MT,G,43,132,5152,195/65R15,97,265,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,109,124,132,53,127,122,149,153,127,131,124,115
2024,DAIHATSU,Luxio15XAT(New),1495,AT,G,43,132,5152,195/65R15,97,265,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,54,48,35,24,75,57,64,51,54,46,70,69
2024,DAIHATSU,Luxio15AKMT,1495,MT,G,43,132,5152,195/65R15,97,265,4215X1710X1915,2,4X2,FR,-,5,4,CKD,INA,5,5,4,4,4,15,4,10,5,10,2,10
2024,DAIHATSU,AllNewTeriosIDSXMT(MC2023),1496,MT,G,45,1245,5571,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,1011,1137,1035,638,630,526,554,740,789,765,757,788
2024,DAIHATSU,AllNewTeriosIDSXAT(MC2023),1496,AT,G,45,1255,5857,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,255,302,469,215,210,197,202,251,253,276,307,271
2024,DAIHATSU,AllNewTeriosIDSRMT(MC2023),1496,MT,G,45,126,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,448,256,320,176,235,228,197,204,214,187,170,223
2024,DAIHATSU,AllNewTeriosIDSRAT(MC2023),1496,AT,G,45,127,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,157,200,148,129,152,118,106,122,95,83,75,85
2024,DAIHATSU,AllNewTeriosIDSCustomMT(MC2023),1496,MT,G,45,126,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,46,49,61,46,37,39,40,46,45,32,46,32
2024,DAIHATSU,AllNewTeriosIDSCustomAT(MC2023),1496,AT,G,45,127,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,55,60,54,26,40,24,21,20,20,14,22,19
2024,DAIHATSU,Rocky10RASACVT,998,AT,G,36,168,5105,205/60/R17,98,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,3,3,3,3,3,12,-,-,12,-,-,-
2024,DAIHATSU,Rocky10RCVT,998,AT,G,36,168,5105,205/60/R17,98,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,8,30,25,4,6,28,47,20,15,11,15,14
2024,DAIHATSU,Rocky10RMT,998,MT,G,36,168,5462,205/60/R17,98,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,3,3,11,5,5,12,-,-,-,9,3,-
2024,DAIHATSU,Rocky12XCVT,12,AT,G,36,168,5105,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,103,129,244,211,189,313,410,195,197,215,287,291
2024,DAIHATSU,Rocky12XMT,12,MT,G,36,168,5462,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,56,35,90,34,139,94,92,162,77,66,92,83
2024,DAIHATSU,Rocky12MCVT,12,AT,G,36,168,5105,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,17,25,6,6,26,12,12,-,-,-,-,-
2024,DAIHATSU,Rocky12MMT,12,MT,G,36,168,5462,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,8,11,5,5,13,12,12,-,-,-,-,12
2024,DFSK,GLORY56015T6M/TLUXURY,1498,MT,G,50,2005,-,215/60R17,150,269,4515X1815X1735,7,4X2,FF,-,4,4,CKD,INA,5,1,-,-,-,-,-,-,-,-,-,-
2024,DFSK,GLORYI-AUTO,1498,AT,G,58,2035,-,225/60R17,150,278,4680X1845X1715,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,4,1,4,8,25,12,-,12
2024,DFSK,GELORABlindVan(4X2)M/T,1498,MT,G,55,-,-,185/80R14,109,305,4500X1680X2000,2,4X2,FR,-,4,4,CKD,INA,1,-,1,-,16,-,-,-,-,-,-,-
2024,DFSK,GELORAC36MINIBUS15(4X2)M/T,1498,MT,G,55,-,-,185/80R14,109,305,4500X1680X2000,2,4X2,FR,-,4,4,CKD,INA,-,-,-,-,16,-,-,-,-,-,-,-
2024,DFSK,GELORAEC35BLINDVAN(4X2)A/T,1498,AT,BEV,58,2035,-,225/60R17,150,278,4680X1845X1715,7,4X2,FF,-,4,4,CBU,China,5,5,3,2,-,25,5,-,-,5,-,5
2024,DFSK,GELORAEC36MINIBUS15(4X2)A/T,-,AT,BEV,58,2035,-,225/60R17,150,278,4680X1845X1715,7,4X2,FF,-,4,4,CBU,China,5,7,7,3,-,1,2,5,7,3,-,-
2024,SERES,E502EV(4X2)A/T,-,-,BEV,-,-,-,-,-,-,-,4,4X2,-,-,-,-,CKD,INA,27,3,7,5,16,14,-,-,-,-,-,15
2024,SERES,E502EVB(4X2)A/T,-,-,BEV,-,-,-,-,-,-,-,4,4X2,-,-,-,-,CKD,INA,-,-,2,-,-,-,-,-,-,-,-,-
2024,HAVAL,HAVALH6HEV15TDHT(4x2)A/T,1499,AT,HEV,61,214,395,225/55R19,243/240,3,"4,683x1,886x1,73",5,4X2,FF,200,5,4,CBU,Thailand,-,-,-,9,17,9,21,7,1,-,3,2
2024,HAVAL,HAVALJOLIONHEV15TDHT(4x2)A/T,1497,AT,HEV,55,-,-,225/55R18,190/187,27,"4,472X1,841X1,61",5,4X2,FF,200,5,4,CKD,Indonesia,-,-,-,-,-,-,-,-,-,-,30,5
2024,HONDA,BrioRS,1198,MT,G,35,960,-,-,88,2345,3610x1680x1485,5,4X2,FF,-,5,4,CKD,INA,58,2,180,42,76,77,101,4,-,-,60,-
2024,HONDA,BrioRS,1198,CVT,G,35,960,-,-,88,2345,3610x1680x1485,5,4X2,FF,-,5,4,CKD,INA,706,352,111,174,365,412,535,748,208,643,535,306
2024,HONDA,AllNewCR-V15T,15,CVT,G,-,-,-,"19x7,5J",190,2701,4691x1866x1681,-,4X2,FF,-,5,4,CKD,INA,130,151,155,114,48,31,84,5,60,61,86,65
2024,HONDA,HR-VE,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,1,-,-,-
2024,HONDA,HR-VE+,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,1,-,-,-
2024,HONDA,NewHR-VS,1497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,46,28,13,24,21,36,64,38,44,-,-
2024,HONDA,NewHR-VE,1497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,219,188,388,14,75,170,70,4,67,108,195,97
2024,HONDA,NewHR-VSE,1497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1119,1218,1549,420,980,105,762,953,860,1616,1228,1539
2024,HONDA,NewHR-VRS,1497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,81,182,142,86,137,101,30,8,63,73,57,46
2024,HONDA,CITYHBRS,15,MT,G,40,-,-,16x6J,121,26,4349x1748x1488,-,4X2,FF,-,5,4,CKD,INA,-,-,1,-,-,-,-,-,-,-,-,-
2024,HONDA,CITYHBRS,15,CVT,G,40,-,-,16x6J,121,26,4349x1748x1488,-,4X2,FF,-,5,4,CKD,INA,62,20,90,10,10,10,-,-,-,-,-,-
2024,HONDA,CITYHBRS-HS,15,CVT,G,40,-,-,16x6J,121,26,4349x1748x1488,-,4X2,FF,-,5,4,CKD,INA,61,40,1,-,-,-,-,-,-,-,-,89
2024,HONDA,MobilioE,1497,CVT,G,42,-,-,15,118,265,4386x1683x1603,7,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-
2024,HONDA,NewMobilioS,1497,MT,G,42,-,-,15,118,265,4386x1683x1603,7,4X2,FF,-,5,4,CKD,INA,120,-,120,120,-,60,-,-,-,-,-,-
2024,HONDA,WR-VE,15,MT,G,35,-,-,16x7J,119,2485,4060x1780x1608,-,4X2,FF,-,5,4,CKD,INA,12,37,-,27,22,11,25,16,10,5,34,-
2024,HONDA,WR-VE,15,CVT,G,35,-,-,16x7J,119,2485,4060x1780x1608,-,4X2,FF,-,5,4,CKD,INA,22,85,60,42,65,72,30,40,77,85,117,104
2024,HONDA,WR-VRS,15,CVT,G,35,-,-,17x7J,119,2485,4060x1780x1608,-,4X2,FF,-,5,4,CKD,INA,438,762,555,421,754,632,527,598,531,885,1131,1338
2024,HONDA,WR-VRS-HS,15,CVT,G,35,-,-,17x7J,119,2485,4060x1780x1608,-,4X2,FF,-,5,4,CKD,INA,188,272,229,187,280,239,321,375,327,320,502,355
2024,HONDA,BR-VEPrestige,15,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-
2024,HONDA,BR-VS,15,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,-,10,11,7,10,-,21,1,-,-
2024,HONDA,BR-VE,15,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,120,71,88,52,98,17,120,2,30,32
2024,HONDA,BR-VE,15,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,37,231,454,147,161,34,141,129,152,226,-,-
2024,HONDA,BR-VEPrestige,15,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,51,478,701,437,519,471,135,249,386,512,216,16
2024,HONDA,BR-VPrestige-HS,15,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,73,251,367,146,208,157,409,133,315,203,167,153
2024,HYUNDAI-HMID,CretaTrend15MT,15,MT,G,40,159,-,215/60/R17,115,261,4315x1790x1630,5,4X2,FF,-,5,4,CKD,INA,4,3,2,2,5,-,4,2,6,-,2,-
2024,HYUNDAI-HMID,CretaTrend15IVT,15,AT,G,40,166,-,215/60/R17,115,261,4315x1790x1630,5,4X2,FF,-,5,4,CKD,INA,109,84,49,39,32,26,32,39,35,18,15,13
2024,HYUNDAI-HMID,CretaStyle15IVT,15,AT,G,40,166,-,215/60/R17,115,261,4315x1790x1630,5,4X2,FF,-,5,4,CKD,INA,112,73,39,19,25,16,28,45,20,12,13,9
2024,HYUNDAI-HMID,CretaPrime15IVT,15,AT,G,40,166,-,215/60/R17,115,261,4315x1790x1630,5,4X2,FF,-,5,4,CKD,INA,230,210,105,90,24,54,53,48,99,64,14,14
2024,HYUNDAI-HMID,CretaPrime15IVTTwoTone,15,AT,G,40,166,-,215/60/R17,115,261,4315x1790x1630,5,4X2,FF,-,5,4,CKD,INA,432,271,162,60,34,76,69,91,115,84,26,30
2024,HYUNDAI-HMID,CretaPrime15IVTAlpha,15,AT,G,40,166,-,215/60/R17,115,261,4315x1790x1630,5,4X2,FF,-,5,4,CKD,INA,-,312,92,123,116,204,198,203,156,81,41,47
2024,HYUNDAI-HMID,CretaFLTrend15IVT,15,AT,G,40,1685,-,215/60/R17,115,261,4330x1790x1635,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,1
2024,HYUNDAI-HMID,CretaFLPrime15IVT,15,AT,G,40,1685,-,215/60/R17,115,261,4330x1790x1635,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,16
2024,HYUNDAI-HMID,CretaFLPrime15IVTTwoTone,15,AT,G,40,1685,-,215/60/R17,115,261,4330x1790x1635,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,25
2024,HYUNDAI-HMID,CretaFLNLine15IVT,15,AT,G,40,1685,-,215/55/R18,115,261,4330x1790x1635,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,16
2024,HYUNDAI-HMID,CretaFLNLine15IVTTwoTone,15,AT,G,40,1685,-,215/55/R18,115,261,4330x1790x1635,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,20
2024,HYUNDAI-HMID,CretaFLNLine15TIVT,15,AT,G,40,1755,-,215/55/R18,118,261,4330x1790x1635,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,8
2024,HYUNDAI-HMID,CretaFLNLine15TIVTTwoTone,15,AT,G,40,1755,-,215/55/R18,118,261,4330x1790x1635,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,6
2024,HYUNDAI-HMID,StargazerActiveMT,15,MT,G,40,178,-,205/55/R15,115,278,4460x1780x1695,7,4X2,FF,-,5,4,CBU,-,-,7,-,18,13,31,17,3,2,79,227,322
2024,HYUNDAI-HMID,StargazerActiveIVT,15,AT,G,40,183,-,205/55/R15,115,278,4460x1780x1695,7,4X2,FF,-,5,4,CKD,INA,25,3,6,11,9,20,12,3,4,11,14,22
2024,HYUNDAI-HMID,StargazerStyle6Seat,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,2,-,-,-,-,-,-,-,-,-,-,-
2024,HYUNDAI-HMID,StargazerPrime7Seat,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,7,4X2,FF,-,5,4,CKD,INA,210,228,59,28,69,48,56,43,77,79,39,9
2024,HYUNDAI-HMID,StargazerPrime6Seat,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,540,393,80,7,86,70,105,61,112,146,117,226
2024,HYUNDAI-HMID,StargazerPrime7SeatTwoTone,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,7,4X2,FF,-,5,4,CKD,INA,40,26,10,6,11,9,2,7,10,11,20,34
2024,HYUNDAI-HMID,StargazerPrime6SeatTwoTone,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,141,121,26,2,31,3,11,19,23,38,33,287
2024,HYUNDAI-HMID,StargazerEssentialMT7Seat,15,MT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,10,6,15,19,13,11,-,7,10,3,3,2
2024,HYUNDAI-HMID,StargazerEssentialMT6Seat,15,MT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,-,8,4,7,-,2,-,6,10,2,-,3
2024,HYUNDAI-HMID,StargazerEssentialIVT7Seat,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,81,30,91,212,122,206,109,95,81,36,23,23
2024,HYUNDAI-HMID,StargazerEssentialIVT6Seat,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,69,27,61,193,128,213,185,180,123,45,33,24
2024,HYUNDAI-HMID,StargazerXStyle6Seat,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,1,-,-,-,-,-,-,-
2024,HYUNDAI-HMID,StargazerXPrime7Seat,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,194,52,110,95,128,121,76,67,57,52,13,24
2024,HYUNDAI-HMID,StargazerXPrime6Seat,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,323,380,299,205,213,399,147,286,168,119,71,90
2024,HYUNDAI-HMID,StargazerXPrime7SeatTwoTone,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,35,8,15,6,11,17,12,17,12,8,1,2
2024,HYUNDAI-HMID,StargazerXPrime6SeatTwoTone,15,AT,G,40,183,-,205/55/R16,115,278,4460x1780x1695,6,4X2,FF,-,5,4,CKD,INA,22,39,49,44,32,37,35,37,27,23,6,7
2024,HYUNDAI-HMID,Ioniq5PrimeReguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,5,3,3,2,5,-,2,1,2,1,-,2
2024,HYUNDAI-HMID,Ioniq5PrimeExtended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,11,3,15,1,5,13,1,19,4,33,3,54
2024,HYUNDAI-HMID,Ioniq5SignatureReguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,6,1,1,1,4,-,2,1,2,1,1,1
2024,HYUNDAI-HMID,Ioniq5SignatureExtended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,246,27,74,47,52,160,118,161,94,127,99,94
2024,HYUNDAI-HMID,Ioniq5SignatureN,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,27,26
2024,KIA,Seltos,1353,AT,G,55,1705,-,215/60R17,140/6000,261,4315x1800x1620,5,4X2,FF,7,5,4,CBU,India,11,3,-,-,-,-,-,-,-,-,-,-
2024,KIA,NewSeltos,1482,AT,G,55,1705,-,215/60R17,140/6000,261,4315x1800x1620,5,4X2,FF,7,5,4,CBU,India,-,-,-,-,-,-,1,-,38,21,-,-
2024,KIA,SonetPremiere,15,AT,G,55,1705,-,215/60R17,140/6000,261,4315x1800x1620,5,4X2,FF,7,5,4,CBU,India,65,87,71,50,58,47,27,2,30,20,-,-
2024,KIA,Carens,1353,AT,G,80,296,3195,235/60R18,270/6400,309,5155x2000x1785,11,4X2,FF,8,5,4,CBU,India,-,-,1,1,1,-,-,-,-,-,-,-
2024,KIA,Carens,1497,AT,G,80,296,3195,235/60R18,202/3800,309,5155x2000x1785,11,4X2,FF,8,5,4,CBU,India,-,-,85,25,25,15,42,23,7,1,6,2
2024,LEXUS,LBXLuxury15CvtHev,149,CVT,HEV,-,1755,-,225/55R18,-,258,4190X1825X1550,5,4X2,FR,-,4,4,CBU,Japan,-,-,-,-,-,-,2,4,3,6,13,11
2024,LEXUS,LBXSport15CvtHev,149,CVT,HEV,-,1755,-,225/55R18,-,258,4190X1825X1550,5,4X2,FR,-,4,4,CBU,Japan,-,-,-,-,-,1,6,2,1,5,5,2
2024,MAZDA,Mazda2GTAT,1498,AT,G,43,-,4147,195/45R16,103,249,3913x1695x1475,5,4X2,FF,-,5,4,CBU,Thailand,7,4,2,3,4,3,9,2,1,3,-,3
2024,MAZDA,MX-30BEV,-,AT,BEV,-,-,-,215/55R18,145,2655,4395x1795x1555,5,4X2,FF,-,5,4,CBU,Japan,-,-,-,-,-,-,-,-,-,-,-,3
2024,MORRISGARAGE,ZSIgnite,1498,AT,G,48,1258,-,215/50R17,114,2585,4314x1809x1624,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,2,-,-,-,-,-
2024,MORRISGARAGE,ZSIgnite15LCVT,1498,AT,G,48,1258,-,215/60R16,114,2585,4323x1809x1653,5,4X2,FF,4,5,4,CBU,Thailand,-,1,-,-,-,-,-,-,-,-,-,-
2024,MORRISGARAGE,ZSMagnify15LCVT,1498,AT,G,48,1258,-,215/55R17,114,2585,4323x1809x1653,5,4X2,FF,4,5,4,CBU,Thailand,44,1,3,8,11,15,19,14,14,1,2,1
2024,MORRISGARAGE,HSIgnite,149,AT,G,55,151,-,235/50R18,162,272,4574x1876x1664,5,4X2,FF,7,5,4,CBU,Thailand,1,-,-,-,-,-,-,-,-,-,-,-
2024,MORRISGARAGE,HSi-SmartMagnify,149,AT,G,55,151,-,235/50R18,162,272,4574x1876x1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,5,2,-,-,-,-,-,-,-,-
2024,MORRISGARAGE,NewHSIgnite,149,AT,G,55,151,-,235/50R18,162,272,4574x1876x1664,5,4X2,FF,7,5,4,CBU,Thailand,-,2,12,14,3,1,-,1,-,-,-,-
2024,MORRISGARAGE,NewHSi-SmartMagnify,149,AT,G,55,151,-,235/50R18,162,272,4574x1876x1664,5,4X2,FF,7,5,4,CBU,Thailand,12,10,10,3,8,10,-,2,3,-,-,-
2024,MORRISGARAGE,4EVMagnify,-,AT,BEV,-,-,-,215/50R17,125,2705,4278x1836x1516,5,4X2,FR,-,5,4,CBU,China,39,-,-,-,-,-,-,-,-,-,-,-
2024,MORRISGARAGE,4EVMagnifyCKD,-,AT,BEV,-,-,-,215/50R17,125,2705,4278x1836x1516,5,4X2,RR,-,5,4,CKD,INA,-,76,246,209,330,325,332,272,156,146,134,75
2024,MORRISGARAGE,ZSEVMagnify,-,AT,BEV,-,-,-,215/55R17,130,2585,4323x1809x1649,5,4X2,FR,-,5,4,CKD,INA,-,108,31,50,30,48,101,129,165,50,14,40
2024,MORRISGARAGE,ZSEVIgnite,-,AT,BEV,-,-,-,215/55R17,130,2585,4323x1809x1649,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,1,-,-,-,-,-,-,-
2024,MORRISGARAGE,VSHEVMagnify,1498,AT,HEV,48,145,-,215/55R17,109,2585,4370x1809x1653,5,4X2,FR,-,5,4,CBU,Thailand,-,-,-,53,42,50,57,55,32,12,9,2
2024,MORRISGARAGE,EP,-,AT,BEV,-,1102,-,205/60R16,163,2665,4544x1818x1543,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,59,-,-,-,-,-
2024,MINI,CooperHatchA/T,1499,AT,G,40,1595,-,205/45R1788W,-,2495,3821x1727x1414,-,4X2,FR,-,-,4,CBU,UK,-,-,-,-,-,-,-,3,-,-,1,6
2024,MINI,Cooper5DoorA/T,1499,AT,G,40,171,-,205/45R1788W,-,2567,3982x1727x1425,-,4X2,FR,-,-,4,CBU,UK,-,1,-,-,-,-,-,-,-,-,1,3
2024,MINI,CooperClubmanA/T,1499,AT,G,48,189,-,225/45R1794Y,136,267,4266x1800x1441,-,4X2,FR,-,4,4,CBU,UK,-,-,-,1,-,1,2,2,2,-,2,-
2024,MINI,CooperCountrymanF60CKDA/T,1499,AT,G,61,1985,-,225/50R1895W,136,267,4299x1822x1557,-,4X2,FF,-,-,4,CKD,INA,5,7,15,7,15,16,2,1,-,-,-,-
2024,MINI,CooperSEHatchA/T,-,AT,BEV,-,1775,-,205/45R1788W,-,2495,3850x1727x1432,-,4X2,FF,-,-,4,CBU,UK,2,3,6,2,4,3,4,11,14,7,4,8
2024,MINI,CooperSEA/T,-,AT,BEV,-,1605,-,"50R1793HXL,195/60R1693HXL;205/50R1793HXL,195/60R1693",218,2526,3858x1756x1460,4,4X2,FF,-,3,4,CBU,China,-,-,-,-,-,-,25,25,10,2,2,5
2024,MINI,AcemenSEAT82GC,-,AT,BEV,-,171,-,205/55R1795HXL;205/55R1795HXL,218,2606,4079x1754x1514,5,4X2,FF,-,5,4,CBU,China,-,-,-,-,-,-,-,-,-,7,12,6
2024,MITSUBISHIMOTORS,Xpander15LULTIMATE(4X2)CVT,1499,CVT,G,45,184,4375,205/55R17,104,2775,4595X1750X1750,7,4X2,FF,-,4,4,CKD,INA,1299,139,914,188,1082,1149,796,707,787,756,758,1271
2024,MITSUBISHIMOTORS,Xpander15LULTIMATE-L(4X2)MT,1499,MT,G,45,184,4375,205/55R17,104,2775,4595X1750X1750,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,75,75,55,80,64,76,89,99
2024,MITSUBISHIMOTORS,Xpander15LSPORT(4X2)CVT,1499,CVT,G,45,184,4375,195/65R16,104,2775,4595X1750X1750,7,4X2,FF,-,4,4,CKD,INA,34,26,41,1,-,-,-,1,-,-,-,-
2024,MITSUBISHIMOTORS,Xpander15LSPORT(4X2)M/T,1499,AT,G,45,184,4375,195/65R16,104,2775,4595X1750X1750,7,4X2,FF,-,4,4,CKD,INA,41,42,43,-,-,-,-,-,-,-,-,-
2024,MITSUBISHIMOTORS,Xpander15LEXCEED(4X2)CVT,1499,CVT,G,45,184,4375,195/65R16,104,2775,4595X1750X1750,7,4X2,FF,-,4,4,CKD,INA,498,199,129,328,231,252,306,325,316,303,210,254
2024,MITSUBISHIMOTORS,Xpander15LEXCEED(4X2)M/T,1499,AT,G,45,184,4375,195/65R16,104,2775,4595X1750X1750,7,4X2,FF,-,4,4,CKD,INA,32,72,81,229,313,255,142,112,106,202,156,139
2024,MITSUBISHIMOTORS,Xpander15LGLS(4X2)CVT,1499,CVT,G,45,184,4375,195/65R16,104,2775,4595X1750X1730,7,4X2,FF,-,4,4,CKD,INA,42,64,318,218,129,13,2,9,-,1,1,-
2024,MITSUBISHIMOTORS,Xpander15LGLS(4X2)M/T,1499,AT,G,45,184,4375,195/65R16,104,2775,4595X1750X1730,7,4X2,FF,-,4,4,CKD,INA,99,69,272,85,149,124,96,624,25,205,207,2
2024,MITSUBISHIMOTORS,XpanderCross15LPREMIUM(4X2)CVT,1499,CVT,G,45,184,4375,205/55R17,105,2775,4500X1800X1750,7,4X2,FF,-,4,4,CKD,INA,1314,1276,119,186,1129,1011,1011,693,792,494,691,1068
2024,MITSUBISHIMOTORS,XpanderCross15L(4X2)M/T,1499,AT,G,45,184,4375,205/55R17,105,2775,4500X1800X1750,7,4X2,FF,-,4,4,CKD,INA,404,131,219,77,193,180,129,140,199,123,168,205
2024,MITSUBISHIMOTORS,XforceUltimateDS,1499,CVT,G,42,173,5698,225/50R18,103,265,4390x1810x1660,5,4X2,FF,-,4,4,CBU,INA,-,-,-,-,-,-,-,-,-,-,239,122
2024,MITSUBISHIMOTORS,XforceUltimate15L4X2A/T,1499,AT,G,42,173,5698,225/50/R18,105,265,4390x1810x1660,5,4X2,FF,-,4,4,CKD,INA,687,21,68,422,598,424,658,776,611,576,456,461
2024,MITSUBISHIMOTORS,XforceExceed15L4X2A/T,1499,AT,G,42,173,5698,225/50/R18,105,265,4390x1810x1660,5,4X2,FF,-,4,4,CKD,INA,121,12,12,3,4,18,44,27,66,24,27,40
2024,MITSUBISHIMOTORS,L100EV,-,-,BEV,-,166,-,145R128PP,-,-,3395x1475x1915,2,4x2,FF,-,3,4,CKD,INA,-,2,3,1,-,-,-,38,1,1,11,1
2024,MERCEDES-BENZPC,EQA250,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FR,-,5,4,CBU,-,3,5,-,-,2,-,-,-,-,-,-,1
2024,MERCEDES-BENZPC,EQB250,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FR,-,5,4,CBU,-,-,-,-,-,-,-,-,-,-,3,1,2
2024,MERCEDES-BENZPC,GLB200ProgressiveLine(X247),1332,AT,G,43,1885,7,225/45R18,163,2729,"4,419x1,992x1,44",5,4X2,FF,-,5,4,CBU,-,1,6,-,-,13,8,2,1,-,-,4,6
