Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2021,DAIHATSU,All New Terios IDS X AT,1496,AT,G,45,1255,5857,215/65/R16,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,-,-,-,-,-,-,-,21,248,245,319,204
2021,DAIHATSU,All New Terios IDS R,1496,MT,G,45,1260,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,-,-,-,-,-,-,-,150,373,490,584,404
2021,DAIHATSU,All New Terios IDS R,1496,AT,G,45,1270,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,-,-,-,-,-,-,-,117,273,351,433,298
2021,DAIHATSU,All New Terios IDS Custom MT,1496,MT,G,45,1260,5571,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,-,-,-,-,-,-,-,2,-,-,1,2
2021,DAIHATSU,All New Terios IDS Custom AT,1496,AT,G,45,1270,5857,215/60/R17,104,2685,4435X1695X1705,7,4X2,FR,0,5,4,CKD,INA,-,-,-,-,-,-,-,2,1,2,1,2
2021,DAIHATSU,Rocky 1.0 R ASA CVT,998,AT,G,36,1680,5105,205/60/R17,98,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,10,75,156,78,133,558,169,6,10
2021,DAIHATSU,Rocky 1.0 R CVT,998,AT,G,36,1680,5105,205/60/R17,98,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,31,775,263,32,80,341,179,174,50
2021,DAIHATSU,Rocky 1.0 R MT,998,MT,G,36,1680,5462,205/60/R17,98,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,11,269,135,224,371,65,24,-,-
2021,DAIHATSU,Rocky 1.2 X CVT,1200,AT,G,36,1680,5105,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,217,455,339,2,351,269,268
2021,DAIHATSU,Rocky 1.2 X MT,1200,MT,G,36,1680,5462,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,2.176,762,547,2,-,-,1
2021,DAIHATSU,Rocky 1.2 M CVT,1200,AT,G,36,1680,5105,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,137,224,179,-,-,-,-
2021,DAIHATSU,Rocky 1.2 M MT,1200,MT,G,36,1680,5462,205/65/R16,88,2525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,387,121,80,-,-,-,1
2021,DFSK,GLORY I-AUTO,1498,AT,G,58,2035,-,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,18,4,15,22,7,5,3,7,8,2,3,6
2021,DFSK,GLORY 580 1.5T A/T CVT LUXURY,1498,AT,G,58,2035,-,226/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CKD,INA,-,1,-,-,-,-,-,-,-,-,1,-
2021,DFSK,GLORY 560 1.5T 6M/T BASIC,1498,MT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,9,8,46,31,-,-,-,-,-,-,-,-
2021,DFSK,GLORY 560 1.5T 6M/T COMFORT,1498,MT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,-,-,-,1,3,-,-,1,2,-,-,-
2021,DFSK,GLORY 560 1.5T 6M/T LUXURY,1498,MT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,1,-,-,-
2021,DFSK,GLORY 560 1.5T A/T CVT LUXURY,1498,AT,G,50,2005,-,215/60R17,150,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,16,18,44,112,16,10,23,16,16,38,3,4
2021,DFSK,GELORA Blind Van (4X2) M/T,1498,MT,G,55,-,-,185/80 R14,109,3050,4500 X 1680 X 2000,2,4X2,FR,-,4,4,CKD,INA,2,14,5,8,2,8,4,3,1,11,13,21
2021,DFSK,GELORA C36 MINI BUS 1.5 (4X2) M/T,1498,MT,G,55,-,-,185/80 R14,109,3050,4500 X 1680 X 2000,2,4X2,FR,-,4,4,CKD,INA,1,5,-,5,8,5,6,1,9,6,1,2
2021,DFSK,GELORA EC35 BLIND VAN (4X2) A/T,1498,AT,EV,58,2035,-,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,China,-,-,-,-,-,-,-,-,-,1,-,-
2021,DFSK,GELORA EC36 MINI BUS 1.5 (4X2) A/T,1498,AT,EV,58,2035,-,225/60R17,150,2780,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,China,-,-,-,-,-,-,-,-,-,1,-,-
2021,HONDA,Brio RS,1198,MT,G,35,960,-,-,88,2345,3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,299,263,438,328,75,295,230,119,16,180,121,240
2021,HONDA,Brio RS,1198,CVT,G,35,960,-,-,88,2345,3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,1.091,313,1.696,906,1.485,1.625,1.694,769,135,716,494,1.491
2021,HONDA,New CR-V T,1500,CVT,G,58,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,43,60,-,-,-,-,-,-,-,-,-,-
2021,HONDA,New CR-V Prestige,1500,CVT,G,58,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,229,288,-,-,-,-,-,-,-,-,-,-
2021,HONDA,New CR-V T,1500,CVT,G,58,-,0,"18 x 7,5J",190,2660,4584 x 1855 x 1679,0,4X2,FF,-,5,4,CKD,INA,-,-,98,18,122,59,16,104,3,291,118,71
2021,HONDA,New CR-V Prestige,1500,CVT,G,58,-,0,"18 x 7,5J",190,2660,4585 x 1855 x 1679,0,4X2,FF,-,5,4,CKD,INA,-,-,539,676,527,278,624,607,473,1.587,713,1.128
2021,HONDA,HR-V S,1497,MT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,54,8,161,99,31,-,60,60,119,1,60,121
2021,HONDA,HR-V S,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,12,10,116,62,3,50,10,59,-,-,60,121
2021,HONDA,HR-V E,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,601,257,678,357,182,356,426,300,406,254,300,662
2021,HONDA,HR-V E+,1497,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,720,627,1.517,800,391,693,1.200,1.127,520,794,848,428
2021,HONDA,CIVIC 5D E,1500,CVT,G,65,1322,-,17 x 7J,-,2700,4501 x 2075 x 1421,-,4X2,FF,-,5,4,CBU,Thailand,81,103,55,3,26,6,106,91,102,1,-,-
2021,HONDA,All New Jazz RS 15,1497,MT,G,42,-,-,16 x 6J,120,2500,3920 x 1695 x 1525,5,4X2,FF,-,5,4,CKD,INA,50,120,-,-,-,-,-,-,-,-,-,-
2021,HONDA,All New Jazz RS 15,1497,CVT,G,42,-,-,16 x 6J,120,2500,3920 x 1695 x 1525,5,4X2,FF,-,5,4,CKD,INA,357,370,-,-,-,-,-,-,-,-,-,-
2021,HONDA,CITY HB RS,1500,MT,G,40,-,0,16 x 6J,121,2600,4349 x 1748 x 1488,0,4X2,FF,-,5,4,CKD,INA,-,-,-,119,120,237,298,292,73,-,-,-
2021,HONDA,CITY HB RS,1500,CVT,G,40,-,0,16 x 6J,121,2600,4349 x 1748 x 1488,0,4X2,FF,-,5,4,CKD,INA,-,-,1,669,685,1.257,1.091,1.548,857,342,926,1.127
2021,HONDA,New Mobilio S,1497,MT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,119,28,299,209,65,234,245,61,-,144,214,182
2021,HONDA,New Mobilio E,1497,MT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,181,113,239,7,60,112,137,111,-,-,180,60
2021,HONDA,New Mobilio E,1497,CVT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,379,133,421,73,74,113,186,120,-,-,120,121
2021,HONDA,New Mobilio RS,1497,MT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,51,28,38,59,4,-,23,36,-,-,60,1
2021,HONDA,New Mobilio RS,1497,CVT,G,42,-,-,15,118,2650,4386 x 1683 x 1603,7,4X2,FF,-,5,4,CKD,INA,93,32,151,9,1,-,120,59,1,-,57,3
2021,HONDA,BR-V E+,1500,MT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,35,18,62,5,-,58,2,59,58,62,121,-
2021,HONDA,BR-V E+,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,58,22,183,63,65,117,4,60,58,118,245,3
2021,HONDA,BR-V E Prestige,1500,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,101,75,122,57,123,178,4,119,120,112,309,153
2021,HYUNDAI - HIM,Grand i10,1200,MT,G,35,-,-,-,-,-,-,-,4X2,FF,-,4,4,CBU,India,-,1,-,-,-,-,-,-,-,-,-,-
2021,KIA,Picanto EX,1248,AT,G,35,1350,4336,165/60 R14,"64,4/6000 (kW/rpm)",2385,3592 x 1595 x 1480,5,4X2,FF,-,5,4,CBU,Korea,1,-,-,-,-,-,-,-,-,-,-,-
2021,KIA,Picanto GT-Line,1248,AT,G,35,1350,4336,165/60 R14,"64,4/6000 (kW/rpm)",2385,3592 x 1595 x 1480,5,4X2,FF,-,5,4,CBU,Korea,5,-,-,-,-,-,-,-,-,-,-,-
2021,KIA,Seltos EXP,1353,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,-,-,43,85,72,-,86,4,25,24,51,5
2021,KIA,Seltos EX,1353,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,8,-,-,-,-,-,-,-,-,-,-,-
2021,KIA,Seltos E,1353,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,1,1,-,-,3,2,-,-,1,-,-,-
2021,KIA,Sonet Premiere,1500,AT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,-,346,357,325,218,256,120,192,220,208,27,1
2021,KIA,Sonet Premiere,1500,MT,G,55,1705,0,215/60 R17,140/6000,2610,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,-,12,8,2,7,2,16,2,-,2,-,-
2021,MAZDA,Mazda 2 R AT IPM,1498,AT,G,"42,8",-,4147,195/45R16,103,2490,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,2,-,-,-,-,-,-,-,-,-,-,-
2021,MAZDA,Mazda 2 GT AT IPM,1498,AT,G,"42,8",-,4147,195/45R16,103,2490,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,67,54,67,23,82,6,13,7,37,17,1,-
2021,MAZDA,Mazda 2 Elite AT IPM,1498,AT,G,44,-,-,185/60R16,111,2570,4065 x 1695 x 1495,5,4X2,FF,-,5,4,CBU,Thailand,4,5,5,-,-,-,-,-,-,-,-,-
2021,MORRIS GARAGE,ZS Excite,1498,AT,G,48,1258,-,205/60 R16,114,2585,4314 x 1809 x 1624,5,4X2,FF,4,5,4,CBU,Thailand,-,1,-,7,3,10,22,-,-,1,-,-
2021,MORRIS GARAGE,ZS Ignite,1498,AT,G,48,1258,-,215/50 R17,114,2585,4314 x 1809 x 1624,5,4X2,FF,4,5,4,CBU,Thailand,23,12,25,133,14,42,3,1,-,-,-,-
2021,MORRIS GARAGE,ZS Activate 1.5L CVT,1498,AT,G,48,1258,-,215/60 R16,114,2585,4323 x 1809 x 1628,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,13,1,-,-
2021,MORRIS GARAGE,ZS Ignite 1.5L CVT,1498,AT,G,48,1258,-,215/60 R16,114,2585,4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,13,7,-,-
2021,MORRIS GARAGE,ZS Magnify 1.5L CVT,1498,AT,G,48,1258,-,215/55 R17,114,2585,4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,99,45,-,-
2021,MORRIS GARAGE,HS Excite,1490,AT,G,55,1510,-,215/60 R17,162,2720,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,1,2,-,6,1,4,-,-,-,-,1,-
2021,MORRIS GARAGE,HS Ignite,1490,AT,G,55,1510,-,235/50 R18,162,2720,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,22,21,75,67,51,23,13,15,6,21,19,6
2021,MORRIS GARAGE,HS i-Smart Magnify,1490,AT,G,55,1510,-,235/50 R18,162,2720,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,-,-,18,29,9,15,7,42,68,58
2021,MINI,Cooper Hatch A/T,1499,AT,G,40,1595,-,205/45 R17 88W,-,2495,3821 x 1727 x 1414,-,4X2,FR,-,-,4,CBU,UK,6,4,-,-,8,6,2,1,-,-,-,1
2021,MINI,Cooper Hatch A/T,1499,AT,G,40,1595,-,205/45 R17 88W,-,2495,3821 x 1727 x 1414,-,4X2,FR,-,-,4,CBU,UK,-,-,-,-,-,-,-,3,5,7,5,1
2021,MINI,Cooper 5 Door A/T,1499,AT,G,40,1710,-,205/45 R17 88W,-,2567,3982 x 1727 x 1425,-,4X2,FR,-,-,4,CBU,UK,-,5,2,2,1,7,-,2,1,2,-,-
2021,MINI,Cooper 5 Door A/T,1499,AT,G,40,1710,-,205/45 R17 88W,-,2567,3982 x 1727 x 1425,-,4X2,FR,-,-,4,CBU,UK,-,-,-,-,-,-,-,1,1,3,-,-
2021,MINI,Cooper Convertible A/T,1499,AT,G,-,1695,-,205/45 R17 88W,-,2495,3821 x 1727 x 1415,-,4X2,FR,-,-,4,CBU,Germany,1,5,3,1,1,2,1,-,-,-,-,-
2021,MINI,Cooper Convertible A/T,1499,AT,G,-,1695,-,205/45 R17 88W,-,2495,3821 x 1727 x 1415,-,4X2,FR,-,-,4,CBU,Germany,-,-,-,-,-,-,-,5,1,-,1,-
2021,MINI,Cooper Clubman A/T,1499,AT,G,48,1890,-,225/45 R17 94Y,136,2670,4266 x 1800 x 1441,-,4X2,FR,-,4,4,CBU,UK,1,4,2,6,2,4,2,2,-,1,-,-
2021,MINI,Cooper Countryman F60 CKD A/T,1499,AT,G,61,1985,-,225/50 R18 95W,136,2670,4299 x 1822 x 1557,-,4X2,FR,-,-,4,CKD,INA,9,6,11,6,5,2,2,-,-,-,-,-
2021,MINI,Cooper Countryman F60 CKD A/T,1499,AT,G,61,1985,0,225/50 R18 95W,136,2670,4299 x 1822 x 1557,0,4x2,FF,-,-,4,CKD,INA,-,-,-,10,12,12,5,4,19,16,29,8
2021,MITSUBISHI MOTORS,Eclipse Cross,1499,AT,G,63,2100,-,225/55 R18,150,2670,4405 X 1805 X 1674,5,4X2,FF,-,4,4,CBU,Japan,20,12,17,114,7,2,-,-,-,-,-,-
2021,MITSUBISHI MOTORS,Xpander 1.5L Ultimate (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,550,413,449,1.370,687,340,825,748,907,462,21,-
2021,MITSUBISHI MOTORS,Xpander 1.5L Sport (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,272,119,357,709,568,174,956,459,646,755,85,4
2021,MITSUBISHI MOTORS,Xpander 1.5L Sport (4X2) M/T,1499,MT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,0,4,4,CKD,INA,142,46,296,547,381,128,645,305,282,299,55,3
2021,MITSUBISHI MOTORS,Xpander 1.5L Exceed (4X2) A/T,1499,AT,G,45,1780,4375,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,240,109,416,337,379,95,149,196,224,117,-,-
2021,MITSUBISHI MOTORS,Xpander 1.5L Exceed (4X2) M/T,1499,MT,G,45,1780,4812,205/55 R16,104,2775,4475 X 1750 X 1700,7,4X2,FF,-,4,4,CKD,INA,484,168,436,584,380,119,239,302,281,117,32,-
2021,MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) A/T,1499,AT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,0,4,4,CKD,INA,29,22,178,340,923,56,328,324,273,131,90,2
2021,MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) M/T,1499,MT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,-,4,4,CKD,INA,232,29,76,14,3,-,-,1,-,1,-,-
2021,MITSUBISHI MOTORS,Xpander 1.5L GLX (4X2) M/T,1499,MT,G,45,1780,4812,185/65 R15,104,2775,4475 X 1750 X 1695,7,4X2,FF,-,4,4,CKD,INA,12,18,7,1,-,1,-,-,-,-,-,-
2021,MITSUBISHI MOTORS,Xpander Cross 1.5L PREMIUM (4X2) A/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,652,508,1.852,670,838,403,2.576,1.523,702,1.861,261,19
2021,MITSUBISHI MOTORS,Xpander Cross 1.5L (4X2) A/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,516,266,125,509,537,197,818,670,372,710,142,-
2021,MITSUBISHI MOTORS,Xpander Cross 1.5L (4X2) M/T,1499,MT,G,45,1840,4812,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,340,66,515,419,330,191,438,397,340,290,54,-
2021,MITSUBISHI MOTORS,Xpander 1.5L ULTIMATE (4X2) CVT,1499,CVT,G,45,1840,4375,205/55 R17,104,2775,4595 X 1750 X 1750,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,949,2.479
2021,MITSUBISHI MOTORS,Xpander 1.5L SPORT (4X2) CVT,1499,CVT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,109,862
2021,MITSUBISHI MOTORS,Xpander 1.5L SPORT (4X2) M/T,1499,AT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,50,587
2021,MITSUBISHI MOTORS,Xpander 1.5L EXCEED (4X2) CVT,1499,CVT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,93,769
2021,MITSUBISHI MOTORS,Xpander 1.5L EXCEED (4X2) M/T,1499,AT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1750,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,43,537
2021,MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) CVT,1499,CVT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1730,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,21,71
2021,MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) M/T,1499,AT,G,45,1840,4375,195/65 R16,104,2775,4595 X 1750 X 1730,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,2,211
2021,MITSUBISHI MOTORS,Xpander Cross 1.5L PREMIUM (4X2) CVT,1499,CVT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,365,2.291
2021,MITSUBISHI MOTORS,Xpander Cross 1.5L (4X2) CVT,1499,CVT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,62,904
2021,MITSUBISHI MOTORS,Xpander Cross 1.5L (4X2) M/T,1499,AT,G,45,1840,4375,205/55 R17,105,2775,4500 X 1800 X 1750,7,4X2,FF,0,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,33,579
2021,MERCEDES-BENZ PC,A 200 Progressive ( W177),1332,AT,G,43,1885,7,225/45 R18,163,2729,"4,419 x 1,992 x 1,440",5,4X2,FF,-,5,4,CBU,-,4,7,5,1,-,-,-,-,-,-,-,-
2021,MERCEDES-BENZ PC,B 200 Progressive ( W247),1332,AT,G,43,1960,7,205/55 R17,163,2729,"4,419 x 2,020 x 1,562",5,4X2,FF,-,5,4,CBU,-,-,-,3,1,3,1,-,-,1,-,-,-
2021,MERCEDES-BENZ PC,GLA 200 Progressive Line ( H247),1332,AT,G,43,1885,7,225/45 R18,163,2729,"4,419 x 1,992 x 1,440",5,4X2,FF,-,5,4,CBU,-,11,-,1,-,-,-,-,-,1,-,1,-
2021,MERCEDES-BENZ PC,GLB 200 Progressive Line ( X247),1332,AT,G,43,1885,7,225/45 R18,163,2729,"4,419 x 1,992 x 1,440",5,4X2,FF,-,5,4,CBU,-,18,26,5,11,25,2,30,1,19,45,8,-
2021,NISSAN,Livina EL M/T,1498,MT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,-,-,-,-,12,9,2,1,-,10,-
2021,NISSAN,Livina VE,1498,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,-,-,-,18,79,79,76,150,40,18,34
2021,NISSAN,Livina VL,1498,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,-,-,-,25,127,153,197,220,364,218,183
2021,NISSAN,KICKS E-POWER,1200,AT,HYBRID,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,100,17,20,70,70,30,20,20,30,141,38,36
2021,NISSAN,Leaf,-,AT,EV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,Japan,-,-,-,-,-,-,3,15,2,6,8,8
2021,NISSAN,Magnite Premium Turbo CVT,999,AT,G,0,0,0,-,0,0,"3.994 x 1,758 x 1.572",5,4X2,-,0,5,4,CBU,Thailand,-,3,59,-,-,29,32,56,-,53,27,29
2021,NISSAN,Magnite Premium Turbo MT,999,MT,G,0,0,0,-,0,0,"3.994 x 1,758 x 1.572",5,4X2,-,0,5,4,CBU,Thailand,-,-,3,-,-,-,4,-,-,2,1,1
2021,NISSAN,Magnite Premium Upper Turbo CVT,999,AT,G,0,0,0,-,0,0,"3.994 x 1,758 x 1.572",5,4X2,-,0,5,4,CBU,Thailand,-,-,1,-,-,7,5,1,101,-,1,-
2021,NISSAN,Magnite Premium Upper Turbo MT,999,MT,G,0,0,0,-,0,0,"3.994 x 1,758 x 1.572",5,4X2,-,0,5,4,CBU,Thailand,-,-,1,-,-,14,-,-,3,-,-,-
2021,NISSAN,Magnite Premium Mid Turbo MT,999,MT,G,0,0,0,-,0,0,"3.994 x 1,758 x 1.572",5,4X2,-,0,5,4,CBU,Thailand,-,-,1,-,-,-,-,-,-,-,-,-
2021,RENAULT,New Kwid Climber,1000,AT,G,28,1109,-,-,-,-,-,5,4X2,FF,140,5,4,CBU,-,15,-,-,-,-,-,-,-,-,-,-,-
2021,RENAULT,Triber RXT MT,1000,MT,G,28,1109,-,-,-,-,-,7,4X2,FF,140,5,4,CBU,-,2,-,-,-,-,-,-,-,-,-,-,-
2021,RENAULT,Triber RXZ AT,1000,AT,G,28,1109,-,-,-,-,-,7,4X2,FF,140,5,4,CBU,-,27,-,-,-,-,-,-,-,-,-,-,-
2021,SUZUKI,Ignis GL MT,1197,MT,G,43,1430,4388,165/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,39,14,32,49,77,38,8,24,6,21,9,15
2021,SUZUKI,Ignis GL AT,1197,AT,G,43,1430,4388,165/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,28,18,30,28,40,34,13,12,6,18,13,20
2021,SUZUKI,Ignis GX MT,1197,MT,G,43,1430,4388,185/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,49,20,42,93,111,76,19,30,13,13,19,18
2021,SUZUKI,Ignis GX AT,1197,AT,G,43,1430,4375,185/60 R15,85,2360,3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,73,19,135,118,80,44,10,63,55,108,61,71
2021,SUZUKI,All New Ertiga 02 GA,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,5,7,20,19,15,4,13,12,8,11,15,11
2021,SUZUKI,All New Ertiga 02 GL MT,1462,MT,G,45,1765,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,304,56,327,530,250,536,137,124,172,192,298,306
2021,SUZUKI,All New Ertiga 02 GX MT,1462,MT,G,45,1775,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,155,52,295,426,181,331,44,157,213,172,211,187
2021,SUZUKI,All New Ertiga 02 GL AT,1462,AT,G,45,1775,4545,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,18,39,150,159,121,164,25,58,114,103,83,59
2021,SUZUKI,All New Ertiga 02 GX AT,1462,AT,G,45,1765,4545,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,57,15,485,241,227,460,59,216,285,207,235,188
2021,SUZUKI,All New Ertiga SS MT,1462,MT,G,45,1775,4687,185/65 R15,92,2740,4325 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,17,13,88,80,20,74,7,96,71,54,68,80
2021,SUZUKI,All New Ertiga SS AT,1462,AT,G,45,1855,4687,185/65 R15,92,2740,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,30,25,109,239,35,89,9,143,100,84,145,170
2021,SUZUKI,XL-7 ZETA MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,52,43,143,192,121,150,124,45,88,78,113,243
2021,SUZUKI,XL-7 ZETA AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,89,28,60,60,94,76,62,73,47,58,104,105
2021,SUZUKI,XL-7 BETA MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,253,89,294,312,54,216,79,535,114,256,390,460
